e 2 3 1
e 4 5 2
t # 54
v 0 3 
v 1 1 
v 2 1 
v 3 2 
v 4 4 
v 5 1 
e 0 2 4
e 2 5 3
t # 55
v 0 1 
v 1 4 
v 2 2 
v 3 0 
v 4 0 
v 5 1 
e 4 5 0
t # 56
v 0 2 
v 1 4 
v 2 1 
v 3 4 
v 4 0 
v 5 0 
e 0 1 0
e 0 2 3
e 0 4 0
e 2 3 2
e 2 4 0
e 3 4 1
t # 57
v 0 4 
v 1 1 
v 2 2 
v 3 3 
v 4 1 
v 5 2 
e 0 2 0
e 1 2 2
t # 58
v 0 0 
v 1 2 
v 2 0 
v 3 2 
v 4 1 
v 5 0 
e 1 5 3
e 2 3 1
e 2 5 0
t # 59
v 0 4 
v 1 3 
v 2 2 
v 3 0 
v 4 1 
v 5 1 
e 1 3 0
e 2 4 3
t # 60
v 0 1 
v 1 1 
v 2 3 
v 3 0 
v 4 3 
v 5 1 
e 0 2 0
e 0 4 2
e 1 3 2
e 2 3 4
e 4 5 3
t # 61
v 0 0 
v 1 2 
v 2 4 
v 3 2 
v 4 4 
v 5 3 
e 0 1 2
e 0 2 4
e 0 5 0
e 1 2 1
e 1 3 3
e 2 3 3
e 2 4 4
e 2 5 2
t # 62
v 0 3 
v 1 4 
v 2 3 
v 3 0 
v 4 1 
v 5 4 
e 0 3 0
e 3 4 0
e 3 5 3
t # 63
v 0 1 
v 1 3 
v 2 4 
v 3 3 
v 4 4 
v 5 2 
e 0 5 1
e 2 5 2
t # 64
v 0 3 
v 1 1 
v 2 4 
v 3 4 
v 4 0 
v 5 3 
e 1 5 0
e 2 3 0
e 2 5 1
e 3 4 4
t # 65
v 0 0 
v 1 3 
v 2 2 
v 3 4 
v 4 1 
v 5 4 
e 0 1 3
e 0 2 1
t # 66
v 0 0 
v 1 0 
v 2 4 
v 3 0 
v 4 4 
v 5 0 
e 0 2 3
e 0 4 1
e 1 2 1
e 2 4 2
e 2 5 0
e 3 5 3
t # 67
v 0 4 
v 1 4 
v 2 1 
v 3 1 
v 4 1 
v 5 4 
e 0 1 0
e 0 4 0
e 0 5 4
e 3 5 2
e 4 5 0
t # 68
v 0 4 
v 1 1 
v 2 3 
v 3 1 
v 4 4 
v 5 1 
e 3 5 3
t # 69
v 0 3 
v 1 2 
v 2 0 
v 3 4 
v 4 4 
v 5 0 
e 0 2 1
e 0 5 2
e 2 3 1
e 2 5 4
t # 70
v 0 0 
v 1 2 
v 2 3 
v 3 1 
v 4 1 
v 5 0 
e 0 1 0
e 0 2 1
e 0 5 2
e 2 3 2
t # 71
v 0 0 
v 1 3 
v 2 4 
v 3 3 
v 4 4 
v 5 4 
e 0 3 1
e 0 5 1
t # 72
v 0 3 
v 1 4 
v 2 4 
v 3 1 
v 4 4 
v 5 0 
e 3 5 3
t # 73
v 0 4 
v 1 4 
v 2 3 
v 3 1 
v 4 4 
v 5 4 
e 0 4 3
e 1 4 1
e 1 5 0
e 2 3 3
e 4 5 1
t # 74
v 0 0 
v 1 1 
v 2 1 
v 3 0 
v 4 4 
v 5 3 
e 0 1 4
e 1 3 1
e 2 5 2
t # 75
v 0 4 
v 1 4 
v 2 1 
v 3 0 
v 4 2 
v 5 3 
e 0 2 4
e 0 3 1
e 1 2 2
e 1 3 2
e 2 3 3
e 2 5 4
e 3 5 0
e 4 5 4
t # 76
v 0 0 
v 1 0 
v 2 2 
v 3 2 
v 4 4 
v 5 4 
e 2 3 2
e 3 4 4
e 4 5 4
t # 77
v 0 0 
v 1 2 
v 2 2 
v 3 0 
v 4 2 
v 5 0 
t # 78
v 0 3 
v 1 0 
v 2 4 
v 3 0 
v 4 0 
v 5 0 
e 0 2 0
e 0 3 3
e 1 3 0
e 2 4 0
e 4 5 0
t # 79
v 0 1 
v 1 0 
v 2 1 
v 3 4 
v 4 4 
v 5 3 
e 0 2 3
e 0 3 3
e 2 3 4
t # 80
v 0 0 
v 1 4 
v 2 4 
v 3 0 
v 4 1 
v 5 0 
e 0 2 2
e 1 2 2
e 4 5 1
t # 81
v 0 0 
v 1 2 
v 2 4 
v 3 2 
v 4 2 
v 5 3 
e 2 4 1
e 3 5 0
t # 82
v 0 1 
v 1 2 
v 2 3 
v 3 4 
v 4 1 
v 5 0 
t # 83
v 0 0 
v 1 4 
v 2 1 
v 3 4 
v 4 0 
v 5 2 
t # 84
v 0 4 
v 1 0 
v 2 2 
v 3 3 
v 4 1 
v 5 1 
e 3 4 4
t # 85
v 0 1 
v 1 1 
v 2 4 
v 3 1 
v 4 3 
v 5 3 
e 1 2 3
e 1 3 3
e 3 4 4
e 3 5 1
t # 86
v 0 3 
v 1 2 
v 2 4 
v 3 1 
v 4 4 
v 5 3 
e 0 1 4
e 0 3 2
e 0 4 0
e 3 4 3
t # 87
v 0 2 
v 1 4 
v 2 4 
v 3 1 
v 4 1 
v 5 1 
e 1 3 1
t # 88
v 0 4 
v 1 1 
v 2 2 
v 3 3 
v 4 3 
v 5 2 
e 0 1 2
e 0 2 4
e 2 3 0
e 2 4 4
e 2 5 1
t # 89
v 0 0 
v 1 4 
v 2 2 
v 3 1 
v 4 3 
v 5 2 
e 0 3 3
t # 90
v 0 2 
v 1 1 
v 2 2 
v 3 4 
v 4 3 
v 5 3 
e 2 5 3
t # 91
v 0 3 
v 1 2 
v 2 4 
v 3 4 
v 4 4 
v 5 3 
t # 92
v 0 1 
v 1 0 
v 2 3 
v 3 3 
v 4 3 
v 5 2 
e 0 3 0
e 0 4 4
t # 93
v 0 2 
v 1 2 
v 2 4 
v 3 3 
v 4 4 
v 5 2 
e 0 5 2
e 4 5 3
t # 94
v 0 1 
v 1 4 
v 2 0 
v 3 4 
v 4 1 
v 5 0 
e 0 1 3
e 0 3 3
e 0 4 0
e 0 5 0
e 1 3 4
e 1 4 0
e 1 5 1
e 2 4 3
e 2 5 2
e 3 4 3
e 4 5 4
t # 95
v 0 2 
v 1 4 
v 2 0 
v 3 1 
v 4 4 
v 5 4 
e 0 1 3
e 0 2 2
e 0 4 0
e 1 3 4
e 1 5 3
e 2 3 2
e 3 4 0
e 3 5 4
t # 96
v 0 0 
v 1 0 
v 2 4 
v 3 3 
v 4 2 
v 5 1 
t # 97
v 0 0 
v 1 3 
v 2 4 
v 3 1 
v 4 4 
v 5 0 
e 0 3 4
e 0 4 3
e 0 5 1
t # 98
v 0 3 
v 1 0 
v 2 0 
v 3 0 
v 4 0 
v 5 4 
e 0 5 3
e 1 3 2
e 1 5 1
t # 99
v 0 3 
v 1 2 
v 2 3 
v 3 1 
v 4 1 
v 5 4 
e 0 3 4
