t # 0
v 316 4
v 317 5
v 318 7
v 319 1
v 320 7
v 321 9
v 322 9
v 323 8
v 324 0
v 325 2
v 326 4
v 327 5
v 328 7
v 329 6
v 330 9
v 331 0
v 332 5
v 333 3
v 334 5
v 335 9
v 336 8
v 337 0
v 338 5
v 339 8
v 340 8
v 341 9
v 342 1
v 343 0
v 344 3
v 345 2
v 346 5
v 347 7
v 348 3
v 349 8
v 350 1
v 351 5
v 352 1
v 353 0
v 354 1
v 355 3
v 356 8
v 357 1
v 358 6
v 359 2
v 360 4
v 361 4
v 362 2
v 363 7
v 364 3
v 365 3
v 366 3
v 367 5
v 368 4
v 369 2
v 370 7
v 371 5
v 372 8
v 373 9
v 374 0
v 375 3
v 376 2
v 377 9
v 378 4
v 379 7
v 380 1
v 381 4
v 382 3
v 383 3
v 384 9
v 385 3
v 386 4
v 387 7
v 388 9
v 389 8
v 390 0
v 391 7
v 392 5
v 393 9
v 394 1
v 395 0
v 396 7
v 397 7
v 398 0
v 399 5
v 400 3
v 401 6
v 402 9
v 403 4
v 404 3
v 405 5
v 406 9
v 407 5
v 408 7
v 409 3
v 410 3
v 411 7
v 412 5
v 413 1
v 414 1
v 415 7
v 416 5
v 417 2
v 418 6
v 419 6
v 420 2
v 421 1
v 422 9
v 423 8
v 424 0
v 425 2
v 426 4
v 427 8
v 428 4
v 429 6
v 430 1
v 431 0
v 432 8
v 433 5
v 434 6
v 435 0
v 436 4
v 437 8
v 438 4
v 439 0
v 440 9
v 441 1
v 442 9
v 443 4
v 444 0
v 445 6
v 446 9
v 447 5
v 448 7
v 449 2
v 450 6
v 451 4
v 452 3
v 453 7
v 454 3
v 455 2
v 456 1
v 457 9
v 458 6
v 459 4
v 460 1
v 461 6
v 462 7
v 463 5
v 464 0
v 465 4
v 466 5
v 467 1
v 468 8
v 469 3
v 470 2
v 471 2
v 472 4
v 473 1
v 474 4
v 475 5
v 476 6
v 477 9
v 478 9
v 479 7
v 480 9
v 481 0
v 482 2
v 483 8
v 484 6
v 485 7
v 486 8
v 487 0
v 488 3
v 489 8
v 490 7
v 491 9
v 492 9
v 493 0
v 494 9
v 495 5
v 496 5
v 497 9
v 498 3
v 499 4
v 500 3
v 501 4
v 502 1
v 503 9
v 504 9
v 505 6
v 506 1
v 507 1
v 508 1
v 509 5
v 510 8
v 511 4
v 512 7
v 513 7
v 514 6
v 515 2
v 516 9
v 517 5
v 518 3
v 519 1
v 520 9
v 521 9
v 522 0
v 523 4
v 524 3
v 525 1
v 526 8
v 527 2
v 528 6
v 529 0
v 530 3
v 531 2
v 532 9
v 533 8
v 534 1
v 535 1
v 536 7
v 537 6
v 538 9
v 539 3
v 540 6
v 541 2
v 542 1
v 543 0
v 544 8
v 545 5
v 546 5
v 547 1
v 548 9
v 549 1
v 550 7
v 551 1
v 552 3
v 553 4
v 554 5
v 555 0
v 556 6
v 557 6
v 558 0
v 559 6
v 560 0
v 561 9
v 562 7
v 563 3
v 564 8
v 565 7
v 566 9
v 567 0
v 568 0
v 569 9
v 570 9
v 571 2
v 572 1
v 573 8
v 574 1
v 575 2
v 576 1
v 577 5
v 578 0
v 579 6
v 580 4
v 581 0
v 582 8
v 583 3
v 584 9
v 585 8
v 586 4
v 587 7
v 588 2
v 589 3
v 590 5
v 591 3
v 592 2
v 593 2
v 594 1
v 595 6
v 596 9
v 597 1
v 598 4
v 599 9
e 8 5 0
e 9 6 2
e 10 2 9
e 12 6 7
e 13 2 4
e 15 1 6
e 17 14 0
e 18 7 2
e 19 4 2
e 19 10 5
e 19 18 8
e 20 10 7
e 21 10 8
e 21 12 5
e 21 18 4
e 22 0 3
e 22 19 5
e 24 3 6
e 25 19 6
e 26 7 6
e 26 21 5
e 27 25 0
e 29 6 5
e 30 5 5
e 30 16 0
e 31 16 0
e 32 1 1
e 32 8 9
e 32 15 6
e 32 20 0
e 32 25 3
e 32 30 5
e 33 14 0
e 35 7 6
e 35 20 0
e 35 28 8
e 36 1 1
e 36 22 8
e 37 0 2
e 37 27 9
e 38 0 9
e 38 10 0
e 38 24 7
e 38 34 8
e 39 21 8
e 40 0 3
e 40 4 5
e 40 12 1
e 40 39 1
e 41 1 0
e 41 5 0
e 41 7 3
e 42 24 5
e 43 1 2
e 43 9 8
e 43 25 6
e 43 42 2
e 44 15 5
e 44 39 6
e 45 18 6
e 45 37 1
e 46 6 8
e 46 10 5
e 46 40 7
e 47 36 6
e 47 39 8
e 48 24 2
e 48 30 7
e 48 44 9
e 49 9 5
e 49 13 5
e 49 17 9
e 49 43 6
e 51 43 3
e 51 47 9
e 52 21 2
e 52 30 4
e 52 44 4
e 53 5 2
e 53 26 2
e 53 27 3
e 54 2 9
e 54 25 1
e 54 28 3
e 54 40 7
e 54 41 0
e 54 45 1
e 55 15 0
e 55 21 3
e 55 22 3
e 55 28 2
e 55 43 2
e 56 9 3
e 56 25 3
e 56 27 9
e 56 52 7
e 56 55 3
e 57 0 4
e 57 20 6
e 57 40 0
e 57 43 3
e 57 48 6
e 58 13 5
e 58 19 6
e 58 20 1
e 60 14 3
e 60 21 5
e 60 28 9
e 60 39 0
e 60 41 8
e 60 43 4
e 60 50 8
e 61 16 8
e 61 34 4
e 61 54 2
e 62 4 2
e 62 8 1
e 62 9 3
e 63 11 5
e 63 25 6
e 63 40 0
e 63 53 9
e 64 35 9
e 65 36 5
e 65 58 8
e 66 22 1
e 66 23 8
e 66 59 4
e 67 2 3
e 67 44 8
e 67 46 8
e 68 14 8
e 68 55 4
e 69 52 2
e 69 54 8
e 70 3 2
e 70 5 6
e 70 31 7
e 70 65 1
e 70 68 1
e 71 40 4
e 71 42 5
e 71 51 7
e 71 62 8
e 72 2 2
e 72 12 2
e 72 17 9
e 72 28 0
e 72 46 1
e 72 54 8
e 72 69 3
e 73 1 5
e 73 7 6
e 73 51 5
e 74 4 2
e 74 37 4
e 74 54 0
e 75 3 9
e 75 7 5
e 75 66 6
e 75 71 4
e 76 28 0
e 76 33 9
e 76 38 1
e 76 57 0
e 77 3 3
e 77 40 5
e 77 48 1
e 77 64 2
e 78 21 4
e 78 43 6
e 79 0 6
e 79 19 3
e 79 52 8
e 79 71 9
e 80 16 8
e 80 47 0
e 81 6 4
e 81 23 1
e 81 30 8
e 81 71 7
e 82 5 6
e 82 20 4
e 82 26 2
e 82 42 9
e 82 67 6
e 82 79 2
e 83 14 0
e 83 21 8
e 83 24 6
e 83 37 6
e 83 51 9
e 83 52 4
e 83 56 3
e 83 64 0
e 83 65 7
e 83 79 4
e 84 16 5
e 84 29 9
e 84 31 6
e 84 47 5
e 84 82 1
e 84 83 3
e 85 6 3
e 85 35 8
e 85 63 7
e 85 74 6
e 85 84 4
e 86 81 7
e 87 6 2
e 87 11 8
e 87 16 7
e 87 52 3
e 87 62 1
e 87 79 0
e 87 85 7
e 88 6 9
e 88 34 5
e 88 46 3
e 89 6 1
e 89 7 4
e 89 13 6
e 89 54 3
e 90 29 3
e 90 36 2
e 90 87 1
e 91 3 9
e 91 12 7
e 91 20 5
e 91 32 3
e 91 71 5
e 91 83 7
e 91 90 6
e 92 28 1
e 92 34 2
e 92 44 3
e 92 67 9
e 92 68 9
e 92 81 9
e 93 8 3
e 93 10 6
e 93 13 5
e 93 32 0
e 93 46 7
e 94 11 3
e 94 14 0
e 94 36 9
e 94 39 2
e 94 44 9
e 94 59 9
e 94 63 1
e 94 86 6
e 95 21 4
e 95 40 7
e 95 54 1
e 95 64 6
e 95 68 7
e 96 8 1
e 96 9 7
e 96 18 3
e 96 35 5
e 96 47 1
e 96 76 3
e 96 86 2
e 96 89 7
e 97 16 9
e 97 28 4
e 97 41 7
e 97 42 8
e 97 50 6
e 97 95 5
e 98 11 1
e 98 12 0
e 98 54 7
e 98 66 1
e 99 8 6
e 99 34 3
e 99 67 1
e 99 92 2
e 100 1 1
e 100 24 5
e 100 26 4
e 100 45 2
e 100 84 1
e 100 89 9
e 101 12 1
e 101 18 0
e 101 58 8
e 101 64 4
e 101 65 2
e 101 93 1
e 102 20 6
e 102 27 8
e 102 32 3
e 102 52 1
e 102 56 9
e 102 67 3
e 102 77 6
e 103 9 0
e 103 44 4
e 103 49 5
e 103 57 2
e 103 61 4
e 103 65 8
e 103 73 2
e 103 78 9
e 103 87 3
e 103 96 6
e 104 28 4
e 104 40 2
e 104 41 2
e 104 50 6
e 104 54 8
e 104 55 1
e 104 64 3
e 104 91 1
e 105 19 9
e 105 29 0
e 105 34 5
e 105 36 3
e 105 104 9
e 106 32 4
e 106 47 3
e 106 90 0
e 107 22 1
e 107 25 5
e 107 26 9
e 107 77 4
e 107 101 7
e 108 23 2
e 108 44 1
e 108 57 1
e 108 76 9
e 109 2 1
e 109 103 5
e 109 107 3
e 110 18 7
e 110 28 8
e 110 62 2
e 110 66 8
e 110 88 5
e 111 20 0
e 111 31 5
e 111 47 5
e 111 57 1
e 111 88 6
e 112 9 8
e 112 38 5
e 112 65 4
e 113 9 7
e 113 62 2
e 113 84 1
e 114 0 6
e 114 50 8
e 114 74 7
e 114 75 1
e 114 86 4
e 114 92 6
e 115 3 5
e 115 36 4
e 115 91 4
e 115 104 1
e 115 106 4
e 115 114 0
e 116 8 1
e 116 35 7
e 116 61 2
e 116 70 3
e 116 98 7
e 116 115 7
e 117 55 3
e 117 95 4
e 118 56 0
e 118 65 0
e 118 89 2
e 119 0 3
e 119 27 1
e 119 30 2
e 119 89 7
e 119 105 7
e 120 2 4
e 120 10 1
e 120 56 4
e 120 89 8
e 120 101 0
e 120 112 3
e 120 113 7
e 121 18 2
e 121 40 6
e 121 42 2
e 121 68 2
e 121 72 2
e 121 119 5
e 122 21 0
e 122 43 7
e 122 59 9
e 122 78 2
e 122 83 7
e 122 104 6
e 122 117 1
e 123 53 2
e 123 60 2
e 123 63 8
e 123 98 9
e 124 11 2
e 124 20 6
e 124 31 2
e 124 32 7
e 124 41 4
e 124 51 2
e 124 73 1
e 124 89 6
e 124 103 4
e 124 113 7
e 125 36 5
e 125 40 0
e 125 80 4
e 125 88 9
e 125 106 3
e 125 107 6
e 125 113 7
e 125 114 9
e 125 117 5
e 125 122 4
e 126 7 2
e 126 11 7
e 126 16 8
e 126 121 6
e 127 0 7
e 127 17 5
e 127 25 2
e 127 28 7
e 127 40 8
e 127 81 6
e 128 1 8
e 128 20 1
e 128 36 0
e 128 45 9
e 128 52 4
e 128 70 0
e 128 108 9
e 128 127 3
e 129 1 6
e 129 65 4
e 129 81 1
e 129 88 9
e 129 103 4
e 129 111 7
e 129 114 5
e 130 8 9
e 130 23 7
e 130 75 8
e 130 84 1
e 130 87 1
e 130 103 5
e 131 9 4
e 131 29 1
e 131 60 3
e 131 68 9
e 131 95 6
e 131 99 0
e 131 102 3
e 131 114 2
e 132 14 9
e 132 20 2
e 132 68 0
e 132 87 0
e 132 116 2
e 133 8 1
e 133 28 7
e 133 37 4
e 133 57 7
e 133 62 2
e 133 63 1
e 133 78 0
e 133 85 1
e 133 86 0
e 134 20 4
e 134 36 8
e 134 62 5
e 134 70 9
e 134 74 9
e 134 98 8
e 135 1 9
e 135 20 7
e 135 69 4
e 135 82 4
e 135 101 1
e 135 124 0
e 136 54 7
e 136 55 0
e 136 58 6
e 136 59 0
e 136 77 1
e 136 100 0
e 136 121 8
e 136 124 5
e 137 10 1
e 137 15 7
e 137 30 0
e 137 49 1
e 137 84 9
e 137 98 2
e 137 106 2
e 137 121 4
e 137 130 4
e 137 132 9
e 138 22 5
e 138 23 8
e 138 39 7
e 138 59 9
e 138 79 2
e 138 88 5
e 138 92 2
e 138 98 2
e 139 20 8
e 139 29 2
e 139 38 5
e 139 108 0
e 139 120 3
e 140 16 7
e 140 21 4
e 140 47 4
e 140 80 6
e 140 86 9
e 140 114 5
e 140 126 6
e 141 18 7
e 141 21 7
e 141 45 1
e 141 54 2
e 141 63 0
e 141 97 3
e 141 129 9
e 141 132 0
e 142 6 7
e 142 15 9
e 142 39 0
e 142 57 9
e 142 74 4
e 142 136 7
e 143 37 5
e 143 103 1
e 143 106 3
e 144 3 7
e 144 17 3
e 144 37 5
e 144 43 3
e 144 64 6
e 144 65 2
e 144 66 0
e 144 67 2
e 144 117 4
e 144 129 6
e 145 51 6
e 145 87 8
e 145 102 5
e 146 23 0
e 146 94 4
e 146 97 9
e 146 114 5
e 146 115 2
e 147 6 9
e 147 14 2
e 147 21 3
e 147 24 9
e 147 25 9
e 147 65 6
e 147 91 5
e 147 102 8
e 147 132 0
e 147 135 3
e 148 20 6
e 148 91 8
e 148 117 1
e 148 122 2
e 149 21 2
e 149 38 9
e 149 98 1
e 149 117 3
e 149 135 7
e 150 59 9
e 150 108 0
e 150 128 6
e 151 37 5
e 151 80 3
e 151 116 8
e 151 121 3
e 151 135 7
e 152 10 2
e 152 13 8
e 152 23 5
e 152 53 3
e 152 72 9
e 152 73 5
e 152 117 3
e 152 123 3
e 153 29 3
e 153 39 4
e 153 73 3
e 153 96 9
e 153 100 1
e 153 148 5
e 153 151 4
e 154 62 2
e 154 83 4
e 154 85 7
e 154 88 1
e 154 118 2
e 154 142 4
e 154 153 9
e 155 14 2
e 155 17 6
e 155 18 4
e 155 31 4
e 155 41 7
e 155 49 7
e 155 61 3
e 155 83 5
e 155 101 5
e 155 105 4
e 155 147 2
e 155 148 6
e 156 5 9
e 156 10 0
e 156 12 4
e 156 22 8
e 156 23 2
e 156 83 6
e 156 89 5
e 156 110 7
e 156 113 9
e 156 123 3
e 156 154 2
e 157 12 3
e 157 50 3
e 157 58 4
e 157 98 0
e 157 105 3
e 157 122 5
e 157 148 3
e 158 7 4
e 158 41 9
e 158 50 3
e 158 75 6
e 158 95 1
e 158 102 0
e 158 115 3
e 158 131 3
e 158 137 7
e 159 7 8
e 159 87 6
e 159 90 7
e 159 103 3
e 159 117 6
e 159 119 7
e 159 124 7
e 159 158 1
e 160 2 1
e 160 42 6
e 160 61 8
e 160 69 9
e 160 82 3
e 160 129 8
e 160 157 1
e 161 51 9
e 161 55 9
e 161 95 2
e 161 106 5
e 162 42 2
e 162 89 7
e 162 126 4
e 163 81 0
e 163 82 1
e 163 95 2
e 163 98 3
e 163 105 5
e 163 106 4
e 163 119 6
e 163 147 7
e 164 56 3
e 164 122 7
e 164 137 1
e 165 7 5
e 165 35 5
e 165 39 8
e 165 42 9
e 165 47 2
e 165 56 9
e 165 82 8
e 165 85 0
e 165 127 0
e 166 8 6
e 166 9 9
e 166 30 0
e 166 77 6
e 166 103 9
e 166 104 2
e 166 107 5
e 167 18 4
e 167 38 6
e 167 59 0
e 167 66 8
e 167 68 6
e 167 92 0
e 167 138 1
e 168 2 0
e 168 14 4
e 168 16 4
e 168 87 5
e 168 138 7
e 168 149 5
e 168 150 2
e 169 9 0
e 169 23 3
e 169 36 6
e 169 69 5
e 169 89 0
e 169 100 3
e 169 101 9
e 169 123 4
e 169 142 4
e 169 149 9
e 169 153 0
e 169 163 3
e 170 22 4
e 170 49 5
e 170 57 7
e 170 101 9
e 170 114 0
e 170 125 5
e 170 131 5
e 170 151 0
e 170 153 7
e 171 2 2
e 171 8 1
e 171 13 4
e 171 23 9
e 171 30 7
e 171 59 6
e 171 67 0
e 171 98 9
e 171 121 8
e 171 150 6
e 171 158 5
e 171 168 1
e 172 10 7
e 172 36 8
e 172 45 0
e 172 65 2
e 172 86 7
e 172 87 5
e 172 94 5
e 172 98 6
e 172 104 1
e 172 116 9
e 172 139 7
e 172 157 3
e 172 162 9
e 173 80 7
e 173 170 8
e 174 15 5
e 174 18 4
e 174 24 8
e 174 66 7
e 174 70 7
e 174 102 2
e 174 123 5
e 174 149 6
e 175 25 3
e 175 34 6
e 175 38 2
e 175 41 0
e 175 58 8
e 175 122 8
e 175 125 5
e 175 127 9
e 175 138 4
e 176 42 3
e 176 49 4
e 176 67 5
e 176 92 4
e 176 127 3
e 176 144 7
e 176 157 9
e 176 159 6
e 176 164 3
e 176 167 3
e 176 172 9
e 177 34 8
e 177 35 0
e 177 42 3
e 177 44 8
e 177 76 0
e 177 89 7
e 177 99 9
e 177 118 4
e 177 124 4
e 178 23 7
e 178 34 9
e 178 39 8
e 178 45 6
e 178 77 4
e 178 80 0
e 178 82 4
e 178 150 9
e 179 48 5
e 179 77 9
e 179 116 8
e 179 124 1
e 179 143 7
e 180 14 9
e 180 38 6
e 180 63 9
e 180 86 5
e 180 94 1
e 180 104 4
e 181 2 1
e 181 29 2
e 181 38 6
e 181 42 2
e 181 91 0
e 181 97 7
e 181 99 2
e 181 139 1
e 181 166 9
e 181 180 8
e 182 16 1
e 182 34 7
e 182 59 8
e 182 113 1
e 182 125 8
e 183 30 6
e 183 40 6
e 183 50 7
e 183 67 5
e 183 74 7
e 183 146 0
e 183 154 3
e 183 163 9
e 184 44 1
e 184 48 6
e 184 58 7
e 184 64 4
e 184 105 8
e 184 121 4
e 184 129 5
e 184 174 7
e 184 183 1
e 185 17 6
e 185 26 9
e 185 44 9
e 185 79 1
e 185 92 5
e 185 98 0
e 185 108 9
e 185 125 8
e 185 179 6
e 185 184 0
e 186 32 1
e 186 60 9
e 186 63 2
e 186 73 0
e 186 105 3
e 186 118 8
e 186 138 1
e 186 142 7
e 186 143 1
e 187 12 5
e 187 36 2
e 187 42 3
e 187 70 0
e 187 82 4
e 187 112 9
e 187 127 8
e 187 129 9
e 187 151 1
e 187 163 8
e 187 168 6
e 188 3 1
e 188 10 2
e 188 23 3
e 188 40 4
e 188 78 1
e 188 81 6
e 188 83 3
e 188 109 0
e 188 150 4
e 189 21 1
e 189 23 8
e 189 84 6
e 189 109 9
e 189 115 5
e 189 149 9
e 190 2 0
e 190 4 5
e 190 119 6
e 190 128 7
e 190 145 9
e 190 181 6
e 190 182 7
e 191 3 7
e 191 52 5
e 191 88 1
e 191 112 5
e 191 121 4
e 191 133 3
e 191 138 5
e 191 150 8
e 192 18 7
e 192 67 8
e 192 80 4
e 192 116 7
e 192 119 7
e 192 155 8
e 192 171 7
e 192 174 9
e 192 185 6
e 193 45 9
e 193 48 2
e 193 49 8
e 193 79 6
e 193 84 4
e 193 94 1
e 193 111 0
e 193 127 5
e 193 150 6
e 193 156 4
e 193 180 7
e 194 31 6
e 194 38 2
e 194 41 0
e 194 44 4
e 194 77 3
e 194 80 8
e 194 81 6
e 194 89 8
e 194 124 5
e 194 146 2
e 194 164 7
e 195 24 8
e 195 31 5
e 195 59 1
e 195 64 3
e 195 99 9
e 195 133 5
e 195 178 0
e 196 24 8
e 196 72 8
e 196 117 1
e 196 120 0
e 196 124 7
e 196 130 2
e 196 142 9
e 196 150 8
e 197 1 2
e 197 4 3
e 197 49 7
e 197 54 5
e 197 58 7
e 197 79 1
e 197 104 0
e 197 109 2
e 197 117 0
e 197 129 2
e 197 153 2
e 197 166 4
e 198 8 6
e 198 91 8
e 198 99 6
e 198 102 7
e 198 109 7
e 198 110 3
e 198 128 3
e 198 132 7
e 198 141 0
e 198 162 7
e 199 2 6
e 199 62 9
e 199 97 3
e 199 107 6
e 199 121 1
e 199 129 1
e 199 163 7
e 199 186 3
e 199 189 2
e 200 30 7
e 200 48 9
e 200 67 0
e 200 86 2
e 200 145 3
e 200 155 2
e 200 160 8
e 200 171 5
e 201 9 4
e 201 23 5
e 201 65 4
e 201 78 4
e 201 95 8
e 201 135 8
e 201 141 5
e 201 151 4
e 202 21 5
e 202 23 3
e 202 41 9
e 202 57 9
e 202 90 1
e 202 129 6
e 202 147 9
e 202 165 5
e 202 172 5
e 202 190 1
e 202 201 4
e 203 5 1
e 203 14 1
e 203 17 2
e 203 39 3
e 203 60 8
e 203 69 9
e 203 74 1
e 203 75 3
e 203 76 7
e 203 102 5
e 203 141 9
e 204 16 1
e 204 31 6
e 204 32 9
e 204 59 0
e 204 71 7
e 204 83 3
e 204 120 7
e 204 138 5
e 204 140 7
e 204 181 6
e 204 195 9
e 205 15 2
e 205 17 6
e 205 40 6
e 205 42 9
e 205 55 6
e 205 59 3
e 205 60 2
e 205 85 3
e 205 87 5
e 205 99 2
e 205 121 2
e 205 128 9
e 205 138 8
e 205 194 7
e 206 9 8
e 207 12 9
e 207 13 2
e 207 29 8
e 207 36 1
e 207 44 2
e 207 54 5
e 207 57 4
e 207 80 3
e 207 83 8
e 207 110 2
e 207 128 0
e 207 189 1
e 207 190 5
e 207 194 8
e 207 205 8
e 208 17 0
e 208 18 1
e 208 20 0
e 208 21 9
e 208 54 0
e 208 74 3
e 208 85 7
e 208 87 1
e 208 97 3
e 208 111 3
e 208 115 6
e 208 119 7
e 208 120 9
e 208 124 6
e 208 154 1
e 208 191 6
e 208 207 4
e 209 13 0
e 209 30 3
e 209 53 0
e 209 55 8
e 209 62 3
e 209 64 6
e 209 81 4
e 209 94 8
e 209 97 9
e 209 136 5
e 209 144 8
e 209 157 5
e 209 167 2
e 209 168 1
e 209 169 5
e 209 193 1
e 209 204 9
e 210 3 3
e 210 36 7
e 210 47 3
e 210 67 8
e 210 96 9
e 210 188 8
e 210 209 1
e 211 1 3
e 211 11 5
e 211 32 3
e 211 77 9
e 211 87 4
e 211 105 0
e 211 123 4
e 211 146 0
e 211 149 3
e 211 177 4
e 212 7 4
e 212 22 2
e 212 28 9
e 212 48 2
e 212 50 9
e 212 201 8
e 212 206 4
e 213 41 8
e 213 68 8
e 213 79 1
e 213 103 4
e 213 130 2
e 213 143 9
e 213 180 8
e 214 55 0
e 214 57 0
e 214 96 6
e 214 119 4
e 214 137 1
e 214 138 4
e 214 142 0
e 214 160 7
e 214 167 3
e 214 208 2
e 215 33 0
e 215 38 7
e 215 48 2
e 215 57 6
e 215 86 8
e 215 155 1
e 215 171 9
e 215 185 0
e 215 187 4
e 215 204 8
e 215 209 6
e 216 44 0
e 216 57 3
e 216 66 2
e 216 82 8
e 216 87 1
e 216 126 7
e 216 139 8
e 216 153 2
e 216 214 1
e 217 39 1
e 217 44 0
e 217 72 9
e 217 121 4
e 217 141 4
e 218 15 6
e 218 21 9
e 218 24 4
e 218 33 2
e 218 41 8
e 218 54 8
e 218 66 1
e 218 111 0
e 218 112 3
e 218 119 8
e 218 121 3
e 218 178 1
e 218 195 5
e 219 3 1
e 219 16 2
e 219 44 9
e 219 49 6
e 219 79 0
e 219 81 3
e 219 92 0
e 219 96 2
e 219 144 3
e 219 154 1
e 219 168 5
e 219 175 1
e 219 210 7
e 220 32 8
e 220 35 7
e 220 92 2
e 220 93 9
e 220 96 2
e 220 100 4
e 220 120 6
e 220 147 4
e 220 185 7
e 221 16 4
e 221 39 2
e 221 74 4
e 221 81 5
e 221 116 0
e 221 135 8
e 221 137 0
e 221 160 4
e 221 164 5
e 222 16 8
e 222 29 0
e 222 32 4
e 222 51 5
e 222 91 3
e 222 109 3
e 222 116 8
e 222 170 2
e 223 22 8
e 223 26 6
e 223 62 9
e 223 70 6
e 223 82 7
e 223 102 7
e 223 128 2
e 223 131 6
e 223 150 6
e 224 52 4
e 224 62 8
e 224 74 9
e 224 76 0
e 224 84 4
e 224 101 0
e 224 122 3
e 224 195 2
e 224 208 6
e 224 211 6
e 224 217 4
e 225 71 2
e 225 77 3
e 225 80 2
e 225 106 4
e 225 142 3
e 225 143 8
e 225 186 3
e 226 9 9
e 226 23 4
e 226 33 1
e 226 48 6
e 226 85 1
e 226 89 5
e 226 94 1
e 226 107 7
e 226 153 6
e 226 191 3
e 227 21 1
e 227 36 2
e 227 93 0
e 227 96 3
e 227 101 5
e 227 135 2
e 227 173 4
e 227 174 5
e 227 200 9
e 227 224 8
e 228 10 1
e 228 15 7
e 228 26 7
e 228 27 0
e 228 64 4
e 228 176 8
e 228 197 7
e 228 214 2
e 228 223 2
e 229 6 3
e 229 13 6
e 229 15 3
e 229 54 9
e 229 96 9
e 229 99 6
e 229 153 2
e 229 159 8
e 229 163 5
e 229 171 5
e 229 189 1
e 229 196 3
e 229 202 4
e 230 9 1
e 230 20 8
e 230 34 8
e 230 49 4
e 230 71 8
e 230 96 2
e 230 115 7
e 230 125 7
e 230 179 7
e 230 189 7
e 230 193 5
e 230 210 7
