t # 0
v 169 1
v 170 5
v 171 7
v 172 7
v 173 6
v 174 4
v 175 4
v 176 5
v 177 3
v 178 8
v 179 6
v 180 1
v 181 5
v 182 6
v 183 3
v 184 1
v 185 9
v 186 3
v 187 1
v 188 5
v 189 1
v 190 8
v 191 8
v 192 0
v 193 8
v 194 0
v 195 7
v 196 0
v 197 7
v 198 6
v 199 7
v 200 0
v 201 7
v 202 1
v 203 5
v 204 5
v 205 4
v 206 3
v 207 7
v 208 9
v 209 3
v 210 6
v 211 7
v 212 1
v 213 2
v 214 4
v 215 6
v 216 4
v 217 0
v 218 3
v 219 9
v 220 8
v 221 9
v 222 2
v 223 6
v 224 3
v 225 1
v 226 6
v 227 5
v 228 3
v 229 8
v 230 1
v 231 2
v 232 6
v 233 0
v 234 7
v 235 1
v 236 0
v 237 5
v 238 7
v 239 6
v 240 7
v 241 2
v 242 7
v 243 6
v 244 7
v 245 8
v 246 0
v 247 0
v 248 7
v 249 3
v 250 3
v 251 0
v 252 5
v 253 5
v 254 6
v 255 0
v 256 0
v 257 8
v 258 6
v 259 0
v 260 3
v 261 1
v 262 6
v 263 3
v 264 3
v 265 4
v 266 5
v 267 4
v 268 6
v 269 7
v 270 5
v 271 6
v 272 3
v 273 9
v 274 0
v 275 5
v 276 0
v 277 9
v 278 6
v 279 7
v 280 9
v 281 4
v 282 8
v 283 2
v 284 9
v 285 1
v 286 3
v 287 4
v 288 2
v 289 6
v 290 0
v 291 8
v 292 4
v 293 2
v 294 8
v 295 8
v 296 5
v 297 6
v 298 0
v 299 4
v 300 1
v 301 7
v 302 0
v 303 4
v 304 5
v 305 8
v 306 6
v 307 4
v 308 7
v 309 2
v 310 4
v 311 5
v 312 6
v 313 6
v 314 6
v 315 2
v 316 4
v 317 8
v 318 3
v 319 9
v 320 6
v 321 1
v 322 7
v 323 7
v 324 2
v 325 6
v 326 9
v 327 7
v 328 5
v 329 8
v 330 6
v 331 6
v 332 7
v 333 0
v 334 0
v 335 6
v 336 0
v 337 0
v 338 6
v 339 6
v 340 5
v 341 5
v 342 7
v 343 7
v 344 0
v 345 9
v 346 6
v 347 1
v 348 6
v 349 9
v 350 1
v 351 8
v 352 8
v 353 0
v 354 4
v 355 9
v 356 0
v 357 6
v 358 7
v 359 7
v 360 9
v 361 6
v 362 6
v 363 5
v 364 8
v 365 2
v 366 1
v 367 4
v 368 8
v 369 1
v 370 4
v 371 1
v 372 1
v 373 3
v 374 9
v 375 7
v 376 8
v 377 5
v 378 2
v 379 3
v 380 6
v 381 5
v 382 2
v 383 7
v 384 4
v 385 1
v 386 7
v 387 1
v 388 4
v 389 3
v 390 3
v 391 1
v 392 2
v 393 6
v 394 5
v 395 8
v 396 0
v 397 0
v 398 4
v 399 2
v 400 8
v 401 5
v 402 1
v 403 3
v 404 3
v 405 3
v 406 2
v 407 7
v 408 8
v 409 8
v 410 1
v 411 4
v 412 4
v 413 8
v 414 9
v 415 3
v 416 1
v 417 8
v 418 5
v 419 1
v 420 7
v 421 4
v 422 1
v 423 6
v 424 8
v 425 6
v 426 6
v 427 6
v 428 1
v 429 2
v 430 2
v 431 8
v 432 1
v 433 3
v 434 4
v 435 9
v 436 2
v 437 7
v 438 1
v 439 0
v 440 6
v 441 5
v 442 9
v 443 0
v 444 4
v 445 8
v 446 4
v 447 4
v 448 6
v 449 0
v 450 6
v 451 4
v 452 6
v 453 9
v 454 6
v 455 9
v 456 3
v 457 9
v 458 8
v 459 0
v 460 5
v 461 9
v 462 0
v 463 1
v 464 6
v 465 0
v 466 8
v 467 1
v 468 8
v 469 5
v 470 3
v 471 9
v 472 9
v 473 7
v 474 1
v 475 6
v 476 2
v 477 2
v 478 0
v 479 7
v 480 4
v 481 1
v 482 5
v 483 5
v 484 5
v 485 7
v 486 5
v 487 1
v 488 6
v 489 3
v 490 8
v 491 6
v 492 9
v 493 1
v 494 6
v 495 8
v 496 9
v 497 5
v 498 1
v 499 3
v 500 7
v 501 0
v 502 0
v 503 0
v 504 0
v 505 9
v 506 1
v 507 6
v 508 1
v 509 2
v 510 3
v 511 7
v 512 5
v 513 8
v 514 7
v 515 8
v 516 5
v 517 6
v 518 2
v 519 7
v 520 3
v 521 7
v 522 9
v 523 9
v 524 4
v 525 3
v 526 1
v 527 5
v 528 4
v 529 3
v 530 0
v 531 7
v 532 1
v 533 2
v 534 2
v 535 1
v 536 6
v 537 5
v 538 4
v 539 9
v 540 7
v 541 6
v 542 3
v 543 1
v 544 3
v 545 0
v 546 1
v 547 6
v 548 5
v 549 3
v 550 0
v 551 0
v 552 2
v 553 7
v 554 8
v 555 7
v 556 7
v 557 7
v 558 2
v 559 5
v 560 5
v 561 0
v 562 1
v 563 8
v 564 9
v 565 4
v 566 2
v 567 0
v 568 5
v 569 1
v 570 3
v 571 9
v 572 4
v 573 9
v 574 4
v 575 5
v 576 4
v 577 3
v 578 9
v 579 9
v 580 1
v 581 5
v 582 1
v 583 5
v 584 3
v 585 3
v 586 0
v 587 0
v 588 2
v 589 1
v 590 5
v 591 7
v 592 1
v 593 0
v 594 9
v 595 1
v 596 3
v 597 5
v 598 1
v 599 9
v 600 9
v 601 8
v 602 2
v 603 7
v 604 1
v 605 7
v 606 5
v 607 3
v 608 7
v 609 6
v 610 6
v 611 2
v 612 0
v 613 6
v 614 9
v 615 2
v 616 6
v 617 8
v 618 7
v 619 0
v 620 4
v 621 3
v 622 3
v 623 6
v 624 8
v 625 9
v 626 2
v 627 5
v 628 0
v 629 1
v 630 6
v 631 1
v 632 1
v 633 3
v 634 0
v 635 2
v 636 7
v 637 0
v 638 5
v 639 8
v 640 9
v 641 1
v 642 0
v 643 1
v 644 5
v 645 7
v 646 1
v 647 3
v 648 8
v 649 4
v 650 1
v 651 4
v 652 1
v 653 6
v 654 9
v 655 2
v 656 5
v 657 8
v 658 1
v 659 4
v 660 8
v 661 3
v 662 0
v 663 2
v 664 5
v 665 6
v 666 1
v 667 4
v 668 6
v 669 9
v 670 3
v 671 7
v 672 6
v 673 7
v 674 5
v 675 4
v 676 4
v 677 9
v 678 2
v 679 8
v 680 8
v 681 0
v 682 9
v 683 6
v 684 6
v 685 1
v 686 4
v 687 6
v 688 5
v 689 0
v 690 2
v 691 5
v 692 9
v 693 9
v 694 4
v 695 6
v 696 1
v 697 6
v 698 0
v 699 7
v 700 8
v 701 3
v 702 2
v 703 0
v 704 2
v 705 7
v 706 1
v 707 8
v 708 8
v 709 3
v 710 7
v 711 8
v 712 2
v 713 5
v 714 6
v 715 4
v 716 8
v 717 6
v 718 6
v 719 1
v 720 3
v 721 5
v 722 0
v 723 3
v 724 3
v 725 9
v 726 7
v 727 5
v 728 9
v 729 5
v 730 9
v 731 3
v 732 7
v 733 9
v 734 8
v 735 8
v 736 0
v 737 2
v 738 5
v 739 5
v 740 0
v 741 0
v 742 6
v 743 0
v 744 1
v 745 0
v 746 8
v 747 9
v 748 5
v 749 9
v 750 0
v 751 7
v 752 8
v 753 8
v 754 5
v 755 9
v 756 3
v 757 1
v 758 3
v 759 9
v 760 3
v 761 4
v 762 4
v 763 3
v 764 6
v 765 1
v 766 3
v 767 1
v 768 3
v 769 5
v 770 7
v 771 0
v 772 2
v 773 5
v 774 7
v 775 7
v 776 2
v 777 0
v 778 9
v 779 6
v 780 9
v 781 2
v 782 3
v 783 3
v 784 3
v 785 8
v 786 6
v 787 1
v 788 6
v 789 3
v 790 0
v 791 6
v 792 5
v 793 5
v 794 3
v 795 3
v 796 9
v 797 2
v 798 0
v 799 2
v 800 6
v 801 1
v 802 4
v 803 7
v 804 4
v 805 8
v 806 8
v 807 4
v 808 2
v 809 0
v 810 5
v 811 5
v 812 0
v 813 6
v 814 9
v 815 9
v 816 9
v 817 2
v 818 8
v 819 0
v 820 8
v 821 3
v 822 1
v 823 5
v 824 5
v 825 6
v 826 4
v 827 5
v 828 8
v 829 4
v 830 6
v 831 2
v 832 2
v 833 8
v 834 3
v 835 4
v 836 4
v 837 9
v 838 0
v 839 2
v 840 2
v 841 0
v 842 7
v 843 7
v 844 4
v 845 5
v 846 2
v 847 5
v 848 1
v 849 8
v 850 9
v 851 2
v 852 2
v 853 0
v 854 1
v 855 5
v 856 1
v 857 2
v 858 7
v 859 0
v 860 9
v 861 0
v 862 6
v 863 4
v 864 7
v 865 8
v 866 4
v 867 7
v 868 4
v 869 0
v 870 0
v 871 6
v 872 7
v 873 1
v 874 9
v 875 9
v 876 4
v 877 5
v 878 8
v 879 5
v 880 7
v 881 1
v 882 1
v 883 9
v 884 9
v 885 5
v 886 5
v 887 3
v 888 3
v 889 6
v 890 8
v 891 5
v 892 2
v 893 2
v 894 5
v 895 7
v 896 3
v 897 5
v 898 8
v 899 4
v 900 8
v 901 2
v 902 2
v 903 6
v 904 6
v 905 5
v 906 0
v 907 6
v 908 3
v 909 7
v 910 6
v 911 1
v 912 0
v 913 2
v 914 7
v 915 7
v 916 4
v 917 3
v 918 5
v 919 6
v 920 4
v 921 6
v 922 6
v 923 4
v 924 8
v 925 6
v 926 0
v 927 1
v 928 5
v 929 7
v 930 8
v 931 5
v 932 7
v 933 0
v 934 8
v 935 2
v 936 3
v 937 2
v 938 8
v 939 2
v 940 4
v 941 0
v 942 3
v 943 4
v 944 7
v 945 4
v 946 3
v 947 8
v 948 3
v 949 4
v 950 3
v 951 7
v 952 0
v 953 2
v 954 6
v 955 9
v 956 3
v 957 7
v 958 7
v 959 8
v 960 8
v 961 9
v 962 6
v 963 2
v 964 1
v 965 6
v 966 2
v 967 8
v 968 3
v 969 2
v 970 5
v 971 6
v 972 7
v 973 8
v 974 2
v 975 5
v 976 6
v 977 2
v 978 9
v 979 6
v 980 0
v 981 0
v 982 9
v 983 7
v 984 5
v 985 8
v 986 9
v 987 3
v 988 0
v 989 3
v 990 8
v 991 5
v 992 6
v 993 2
v 994 7
v 995 3
v 996 8
v 997 2
v 998 2
v 999 9
v 1000 3
e 18 12 0
e 18 16 4
e 21 1 8
e 21 17 8
e 22 4 9
e 24 7 8
e 24 18 9
e 25 0 5
e 26 9 9
e 28 18 4
e 28 20 8
e 29 5 6
e 30 25 4
e 30 27 1
e 31 2 7
e 31 16 2
e 32 24 7
e 33 7 3
e 33 13 3
e 34 1 4
e 36 24 7
e 36 34 7
e 39 22 8
e 40 39 7
e 41 16 6
e 41 36 1
e 42 2 7
e 42 8 3
e 43 14 9
e 43 29 9
e 44 6 9
e 45 21 8
e 45 42 8
e 47 4 0
e 47 16 7
e 47 18 3
e 48 23 8
e 49 34 2
e 50 0 2
e 50 4 9
e 50 43 9
e 51 30 8
e 52 7 5
e 54 20 3
e 55 4 4
e 55 24 8
e 55 54 9
e 56 7 1
e 56 22 7
e 56 24 3
e 56 25 7
e 57 23 0
e 58 47 9
e 59 58 5
e 60 7 3
e 60 8 7
e 60 12 6
e 60 52 7
e 61 3 5
e 61 7 8
e 61 14 7
e 61 16 1
e 61 24 3
e 62 6 8
e 62 32 8
e 62 36 7
e 62 43 6
e 66 0 2
e 66 10 7
e 66 63 7
e 67 52 5
e 68 7 1
e 68 22 9
e 68 34 0
e 68 62 6
e 69 6 4
e 70 42 8
e 71 20 6
e 71 44 3
e 71 45 9
e 71 53 5
e 72 14 1
e 72 26 2
e 72 50 2
e 74 20 6
e 75 21 3
e 75 55 1
e 75 67 5
e 75 71 5
e 76 5 6
e 76 22 7
e 76 30 9
e 76 56 6
e 76 66 4
e 77 48 0
e 78 17 3
e 80 12 3
e 80 38 9
e 81 13 6
e 81 35 8
e 81 60 4
e 81 68 3
e 82 2 2
e 82 9 2
e 82 38 3
e 82 69 1
e 83 41 0
e 83 56 0
e 83 66 5
e 83 72 2
e 84 29 3
e 84 40 0
e 84 46 8
e 85 82 4
e 85 84 2
e 86 75 2
e 87 16 6
e 87 24 7
e 87 36 8
e 87 47 3
e 89 25 4
e 89 28 3
e 90 38 6
e 91 62 0
e 92 19 7
e 92 36 1
e 92 72 5
e 93 43 1
e 93 57 4
e 94 0 8
e 95 3 2
e 95 32 7
e 96 44 7
e 96 52 9
e 97 28 7
e 97 53 1
e 97 94 3
e 98 17 9
e 98 50 4
e 99 19 8
e 100 48 5
e 100 49 3
e 100 57 5
e 101 56 9
e 101 67 8
e 101 72 2
e 103 9 7
e 103 16 3
e 103 51 3
e 103 70 3
e 103 73 1
e 104 13 4
e 104 50 1
e 104 76 0
e 105 20 1
e 105 39 0
e 105 81 5
e 106 66 4
e 106 82 5
e 106 98 8
e 107 10 2
e 107 42 9
e 107 103 7
e 108 42 0
e 109 84 2
e 109 97 4
e 109 98 4
e 110 49 8
e 110 53 7
e 110 54 8
e 111 2 6
e 111 5 6
e 111 20 4
e 111 54 6
e 111 62 4
e 111 67 9
e 111 68 6
e 111 90 7
e 111 92 5
e 111 96 2
e 112 65 2
e 112 79 3
e 113 48 2
e 113 49 0
e 113 65 6
e 114 17 9
e 114 79 6
e 114 99 2
e 115 27 3
e 115 42 8
e 115 48 2
e 115 97 8
e 115 98 9
e 115 100 8
e 116 6 8
e 116 48 8
e 116 77 7
e 116 89 1
e 116 102 0
e 117 41 5
e 117 63 8
e 117 94 3
e 118 18 9
e 118 32 6
e 119 40 1
e 119 58 5
e 119 62 8
e 119 77 1
e 119 96 4
e 120 50 5
e 120 59 9
e 120 78 7
e 120 79 4
e 121 44 6
e 121 109 5
e 122 57 8
e 122 85 8
e 122 117 6
e 122 120 4
e 123 10 0
e 123 24 5
e 123 111 4
e 123 115 5
e 124 27 6
e 124 54 3
e 125 68 5
e 125 97 8
e 126 69 3
e 126 85 9
e 126 102 8
e 126 110 9
e 128 2 4
e 128 9 4
e 128 64 2
e 128 96 8
e 128 106 0
e 128 126 9
e 129 23 3
e 129 46 4
e 129 50 7
e 129 63 5
e 130 74 1
e 130 93 5
e 131 23 8
e 131 86 1
e 131 117 9
e 132 2 1
e 132 6 2
e 132 11 8
e 132 19 3
e 132 26 2
e 132 30 4
e 132 70 4
e 133 3 5
e 133 13 2
e 133 31 6
e 133 60 5
e 133 90 3
e 133 105 3
e 134 19 2
e 134 27 6
e 135 16 3
e 135 95 8
e 136 10 4
e 136 51 4
e 136 80 4
e 136 81 6
e 137 14 4
e 137 27 2
e 137 47 7
e 137 57 0
e 137 80 9
e 137 81 1
e 137 84 3
e 137 113 5
e 138 66 2
e 138 118 1
e 138 123 7
e 138 132 4
e 139 47 1
e 139 78 2
e 139 93 6
e 139 133 4
e 140 132 6
e 140 135 4
e 140 137 8
e 141 41 1
e 141 55 5
e 141 68 3
e 141 75 4
e 141 81 2
e 141 103 3
e 141 119 3
e 141 133 6
e 142 1 1
e 142 5 7
e 142 22 8
e 142 62 8
e 142 63 0
e 142 78 5
e 142 88 3
e 142 110 2
e 142 113 8
e 142 135 5
e 143 13 4
e 143 53 1
e 144 7 4
e 144 37 0
e 144 111 0
e 144 133 6
e 145 4 1
e 145 27 6
e 145 48 7
e 145 114 2
e 145 116 3
e 145 132 0
e 145 133 5
e 145 134 5
e 146 34 4
e 146 89 6
e 146 110 4
e 147 40 4
e 147 44 1
e 147 48 1
e 147 60 8
e 147 141 7
e 148 32 4
e 148 67 6
e 148 80 2
e 148 84 1
e 148 115 7
e 148 139 1
e 149 74 0
e 150 38 2
e 150 51 3
e 150 56 9
e 150 73 0
e 151 84 4
e 151 124 3
e 152 3 9
e 152 33 6
e 152 72 0
e 152 89 8
e 152 119 4
e 152 123 9
e 152 138 4
e 152 139 0
e 152 150 9
e 153 2 3
e 153 78 7
e 153 111 3
e 154 37 8
e 154 63 9
e 154 110 4
e 154 115 5
e 154 131 8
e 155 13 7
e 155 56 1
e 155 78 3
e 155 151 8
e 155 152 2
e 156 21 7
e 156 62 2
e 156 63 4
e 156 96 4
e 156 108 0
e 156 148 6
e 157 38 6
e 157 134 2
e 157 151 4
e 158 46 6
e 158 71 0
e 158 109 8
e 159 0 7
e 159 63 3
e 159 64 8
e 159 82 0
e 159 86 9
e 159 95 5
e 159 99 9
e 160 1 5
e 160 29 7
e 160 51 6
e 160 61 4
e 160 95 1
e 161 26 7
e 161 27 7
e 161 43 2
e 161 45 7
e 161 76 6
e 161 122 1
e 161 133 0
e 161 138 1
e 162 40 7
e 162 87 9
e 162 104 1
e 162 145 6
e 163 0 5
e 163 54 0
e 163 66 1
e 163 103 8
e 163 150 1
e 164 41 1
e 165 4 2
e 165 5 7
e 165 17 5
e 165 49 1
e 165 76 7
e 165 120 4
e 166 31 6
e 166 90 3
e 166 94 2
e 166 113 9
e 166 121 7
e 166 138 6
e 167 115 4
e 167 146 1
e 167 157 3
e 168 24 5
e 168 42 3
e 168 48 9
e 168 62 0
e 168 70 5
e 168 77 3
e 168 113 8
e 169 13 4
e 169 25 8
e 169 62 5
e 170 66 5
e 170 89 6
e 170 138 7
e 171 44 0
e 171 47 4
e 171 63 7
e 171 73 7
e 171 116 9
e 171 155 3
e 172 23 8
e 172 39 7
e 172 56 7
e 172 80 0
e 172 87 8
e 172 133 5
e 172 161 7
e 173 41 6
e 173 44 8
e 173 50 6
e 173 64 2
e 173 68 1
e 173 75 7
e 173 93 0
e 173 120 5
e 173 129 7
e 173 130 8
e 174 17 4
e 174 21 2
e 174 34 8
e 174 86 0
e 174 115 0
e 175 4 7
e 176 30 3
e 176 115 8
e 176 120 3
e 176 149 8
e 177 13 5
e 177 28 0
e 177 51 9
e 177 85 9
e 177 98 9
e 177 128 0
e 177 136 5
e 177 141 5
e 178 44 0
e 178 59 6
e 178 72 3
e 178 76 7
e 178 81 3
e 178 155 7
e 179 4 4
e 179 8 2
e 179 31 6
e 179 95 5
e 179 143 6
e 179 144 0
e 180 34 0
e 180 52 5
e 180 77 1
e 180 81 5
e 180 138 7
e 180 157 1
e 180 164 8
e 181 3 5
e 181 14 7
e 181 152 9
e 181 153 5
e 182 89 3
e 182 92 0
e 182 103 6
e 182 163 9
e 182 166 7
e 182 174 9
e 183 5 4
e 183 30 3
e 183 62 0
e 183 75 1
e 183 138 5
e 183 147 2
e 183 167 2
e 184 35 8
e 184 39 0
e 184 98 9
e 184 137 1
e 185 20 8
e 185 94 1
e 185 98 4
e 185 149 4
e 185 177 4
e 186 46 1
e 186 91 5
e 186 117 9
e 186 138 6
e 186 142 1
e 186 155 0
e 186 161 6
e 187 25 2
e 187 33 8
e 187 125 8
e 187 144 3
e 187 173 0
e 188 6 9
e 188 8 6
e 188 23 3
e 188 30 6
e 188 39 9
e 188 62 6
e 188 74 2
e 188 96 7
e 188 111 8
e 189 13 3
e 189 17 7
e 189 61 6
e 189 67 1
e 189 71 4
e 189 114 4
e 189 119 9
e 189 123 2
e 189 165 5
e 190 8 7
e 190 20 0
e 190 45 3
e 190 49 6
e 190 93 2
e 190 145 7
e 190 165 7
e 191 87 8
e 191 100 3
e 191 101 6
e 191 134 8
e 191 146 4
e 191 177 7
e 192 30 7
e 192 49 4
e 192 81 6
e 192 95 5
e 192 97 3
e 192 114 8
e 193 25 0
e 193 45 0
e 193 100 5
e 193 143 9
e 193 175 0
e 193 191 6
e 194 32 3
e 194 75 9
e 194 92 8
e 194 99 0
e 194 122 0
e 194 181 8
e 194 190 5
e 195 2 6
e 195 30 4
e 195 66 3
e 195 90 7
e 195 147 9
e 195 176 7
e 195 179 8
e 196 54 5
e 196 61 3
e 196 84 1
e 196 116 6
e 196 155 2
e 197 15 1
e 197 60 4
e 197 90 6
e 197 96 6
e 197 120 1
e 197 169 3
e 197 196 0
e 198 6 1
e 198 64 8
e 198 80 9
e 198 118 5
e 198 129 5
e 198 193 6
e 199 28 2
e 199 77 9
e 199 82 0
e 199 95 5
e 199 116 3
e 199 137 0
e 199 138 1
e 199 140 6
e 199 145 3
e 199 198 4
e 200 52 8
e 200 91 0
e 200 160 9
e 200 176 1
e 200 180 9
e 200 188 1
e 201 61 8
e 201 72 6
e 201 77 5
e 201 106 6
e 201 111 9
e 201 188 4
e 202 63 7
e 202 125 9
e 202 173 9
e 202 182 6
e 203 15 4
e 203 21 3
e 203 148 4
e 203 176 2
e 203 198 1
e 204 27 1
e 204 40 4
e 204 51 8
e 204 62 1
e 204 166 5
e 204 193 2
e 205 1 9
e 205 127 5
e 205 178 8
e 205 201 6
e 206 28 0
e 206 41 8
e 206 44 8
e 206 61 1
e 206 81 4
e 206 84 0
e 206 99 4
e 206 139 1
e 206 187 2
e 207 47 6
e 207 52 6
e 207 70 1
e 207 146 9
e 207 206 8
e 208 2 0
e 208 4 4
e 208 12 3
e 208 58 6
e 208 84 3
e 208 88 8
e 208 96 8
e 208 105 8
e 208 107 2
e 208 119 3
e 208 146 3
e 208 150 1
e 208 190 4
e 208 197 8
e 208 202 5
e 209 21 2
e 209 85 3
e 209 104 8
e 209 114 1
e 209 172 9
e 209 173 6
e 209 177 3
e 209 179 3
e 209 206 8
e 209 208 5
e 210 10 4
e 210 66 1
e 210 119 9
e 210 178 6
e 211 119 2
e 211 157 5
e 211 188 4
e 212 43 6
e 212 59 0
e 212 75 3
e 212 85 7
e 212 91 3
e 212 111 2
e 212 123 7
e 212 145 0
e 212 194 1
e 213 26 2
e 213 40 8
e 213 68 4
e 213 108 6
e 214 38 4
e 214 47 2
e 214 154 1
e 214 160 4
e 214 162 7
e 214 188 1
e 215 47 0
e 215 71 0
e 215 85 8
e 215 129 6
e 215 203 9
e 215 209 3
e 216 16 7
e 216 25 7
e 216 26 6
e 216 28 4
e 216 53 0
e 216 109 9
e 216 120 1
e 216 199 4
e 216 203 1
e 217 11 5
e 217 133 3
e 218 39 6
e 218 71 7
e 218 172 1
e 218 175 2
e 218 198 6
e 218 212 6
e 219 40 0
e 219 47 0
e 219 48 9
e 219 59 8
e 219 60 4
e 219 174 1
e 219 185 7
e 220 0 0
e 220 3 3
e 220 68 8
e 220 81 6
e 220 111 8
e 220 136 3
e 220 152 0
e 220 194 1
e 221 5 3
e 221 21 7
e 221 72 5
e 221 94 4
e 221 124 0
e 221 137 9
e 221 170 4
e 221 216 4
e 222 125 6
e 222 127 3
e 223 38 6
e 223 55 4
e 223 186 6
e 224 10 4
e 224 31 5
e 224 48 3
e 224 93 0
e 224 162 6
e 224 220 4
e 224 223 8
e 225 45 3
e 225 63 6
e 225 115 6
e 225 143 1
e 225 148 5
e 225 185 2
e 225 193 8
e 226 19 2
e 226 65 8
e 226 76 7
e 226 105 3
e 226 191 9
e 226 214 8
e 227 5 2
e 227 53 4
e 227 100 0
e 227 103 3
e 227 147 1
e 227 172 3
e 227 177 3
e 228 16 0
e 228 44 9
e 228 45 6
e 228 82 3
e 228 84 2
e 228 177 6
e 229 75 5
e 229 108 7
e 229 166 9
e 229 197 6
e 230 48 7
e 230 53 0
e 230 69 3
e 230 147 8
e 230 210 3
e 231 18 8
e 231 37 4
e 231 98 5
e 231 140 6
e 231 141 0
e 231 229 7
e 232 22 1
e 232 47 5
e 232 53 6
e 232 68 7
e 232 99 8
e 232 146 7
e 232 180 6
e 232 215 2
e 233 23 6
e 233 90 9
e 233 99 4
e 233 106 3
e 233 107 5
e 233 211 6
e 234 3 1
e 234 44 9
e 234 76 8
e 234 103 0
e 234 165 3
e 235 4 1
e 235 20 4
e 235 24 9
e 235 48 1
e 235 70 1
e 235 103 4
e 235 181 0
e 235 195 2
e 236 0 1
e 236 8 7
e 236 106 7
e 236 182 6
e 236 209 4
e 236 213 3
e 237 18 2
e 237 58 2
e 237 106 3
e 237 121 3
e 237 127 4
e 237 173 1
e 237 190 1
e 238 15 9
e 238 33 5
e 238 64 9
e 238 136 3
e 238 159 4
e 238 163 2
e 238 181 3
e 238 185 4
e 238 207 9
e 239 2 7
e 239 19 9
e 239 34 0
e 239 43 4
e 239 74 8
e 239 115 8
e 239 140 7
e 239 162 9
e 239 190 4
e 240 12 0
e 240 96 6
e 240 103 3
e 240 162 5
e 240 174 5
e 240 203 7
e 240 232 7
e 241 55 0
e 241 59 0
e 241 176 7
e 241 217 8
e 242 91 5
e 242 96 0
e 242 97 2
e 242 110 3
e 242 117 6
e 242 152 3
e 242 177 8
e 242 184 8
e 242 201 1
e 242 239 4
e 243 23 9
e 243 50 6
e 243 73 5
e 243 118 3
e 243 233 1
e 243 242 5
e 244 98 7
e 244 119 8
e 244 140 9
e 244 191 4
e 245 27 4
e 245 37 1
e 245 47 1
e 245 92 8
e 245 189 8
e 245 191 8
e 245 240 2
e 246 10 8
e 246 37 7
e 246 59 5
e 246 79 2
e 246 105 2
e 246 159 4
e 246 233 7
e 246 236 6
e 247 1 1
e 247 10 1
e 247 25 9
e 247 67 8
e 247 73 1
e 247 83 2
e 247 150 2
e 247 180 9
e 247 190 4
e 247 233 7
e 248 50 7
e 248 77 7
e 248 170 1
e 248 219 9
e 248 246 8
e 249 35 6
e 249 42 4
e 249 76 8
e 249 130 5
e 249 184 6
e 250 25 8
e 250 132 1
e 250 142 9
e 250 168 8
e 250 175 0
e 250 186 9
e 250 192 8
e 250 199 7
e 250 235 6
e 251 5 4
e 251 28 4
e 251 83 0
e 251 91 6
e 251 167 5
e 251 210 6
e 251 221 2
e 251 235 1
e 252 1 6
e 252 24 9
e 252 61 0
e 252 85 9
e 252 100 7
e 252 167 4
e 252 213 4
e 252 235 0
e 252 247 1
e 253 21 8
e 253 60 7
e 253 108 3
e 253 142 3
e 253 149 6
e 253 191 1
e 254 2 6
e 254 53 3
e 254 58 2
e 254 89 2
e 254 112 5
e 254 116 9
e 254 125 8
e 254 149 6
e 254 248 3
e 255 1 7
e 255 10 2
e 255 91 2
e 255 102 5
e 255 123 0
e 255 168 7
e 255 174 0
e 255 195 3
e 255 205 0
e 256 4 7
e 256 18 6
e 256 90 6
e 256 127 6
e 256 251 7
e 257 1 8
e 257 30 1
e 257 57 1
e 257 98 2
e 257 100 6
e 257 139 6
e 257 154 3
e 257 223 1
e 257 238 3
