t # 0
v 271 3
v 272 1
v 273 6
v 274 9
v 275 9
v 276 8
v 277 5
v 278 0
v 279 9
v 280 0
v 281 0
v 282 1
v 283 6
v 284 0
v 285 2
v 286 0
v 287 5
v 288 7
v 289 0
v 290 4
v 291 6
v 292 2
v 293 2
v 294 2
v 295 5
v 296 4
v 297 1
v 298 0
v 299 1
v 300 8
v 301 0
v 302 6
v 303 7
v 304 6
v 305 3
v 306 8
v 307 3
v 308 0
v 309 0
v 310 7
v 311 9
v 312 4
v 313 1
v 314 5
v 315 3
v 316 1
v 317 5
v 318 2
v 319 6
v 320 6
v 321 9
v 322 2
v 323 8
v 324 1
v 325 2
v 326 3
v 327 3
v 328 9
v 329 0
v 330 5
v 331 5
v 332 4
v 333 6
v 334 8
v 335 9
v 336 8
v 337 5
v 338 2
v 339 3
v 340 8
v 341 6
v 342 6
v 343 9
v 344 1
v 345 6
v 346 3
v 347 3
v 348 6
v 349 0
v 350 8
v 351 0
v 352 0
v 353 1
v 354 9
v 355 0
v 356 0
v 357 5
v 358 9
v 359 2
v 360 2
v 361 0
v 362 6
v 363 4
v 364 3
v 365 9
v 366 2
v 367 8
v 368 4
v 369 3
v 370 6
v 371 9
v 372 0
v 373 0
v 374 5
v 375 5
v 376 9
v 377 5
v 378 7
v 379 1
v 380 2
v 381 5
v 382 3
v 383 4
v 384 9
v 385 2
v 386 1
v 387 5
v 388 1
v 389 5
v 390 0
v 391 8
v 392 0
v 393 4
v 394 6
v 395 4
v 396 2
v 397 6
v 398 0
v 399 1
v 400 3
v 401 9
v 402 9
v 403 5
v 404 2
v 405 6
v 406 9
v 407 1
v 408 8
v 409 0
v 410 7
v 411 7
v 412 2
v 413 8
v 414 9
v 415 4
v 416 0
v 417 3
v 418 5
v 419 2
v 420 4
v 421 2
v 422 1
v 423 7
v 424 6
v 425 6
v 426 1
v 427 2
v 428 4
v 429 2
v 430 5
v 431 6
v 432 7
v 433 6
v 434 5
v 435 3
v 436 2
v 437 7
v 438 8
v 439 4
v 440 6
v 441 5
v 442 7
v 443 2
v 444 1
v 445 0
v 446 5
v 447 6
v 448 8
v 449 2
v 450 2
v 451 8
v 452 0
v 453 7
v 454 7
v 455 7
v 456 3
v 457 2
v 458 6
v 459 5
v 460 6
v 461 6
v 462 2
v 463 4
v 464 2
v 465 1
v 466 2
v 467 0
v 468 8
v 469 5
v 470 7
v 471 9
v 472 2
v 473 7
v 474 9
v 475 4
v 476 9
v 477 7
v 478 3
v 479 7
v 480 3
v 481 3
v 482 4
v 483 8
v 484 1
v 485 4
v 486 4
v 487 7
v 488 9
v 489 1
v 490 8
v 491 5
v 492 2
v 493 1
v 494 4
v 495 0
v 496 7
v 497 6
v 498 6
v 499 6
e 4 2 4
e 6 2 1
e 7 0 7
e 7 5 4
e 9 7 2
e 11 6 0
e 12 6 6
e 13 10 6
e 14 6 9
e 14 10 0
e 15 1 1
e 15 7 8
e 17 2 5
e 18 11 5
e 19 0 8
e 20 0 8
e 20 2 5
e 20 7 0
e 21 0 4
e 21 3 5
e 21 20 8
e 22 13 0
e 23 22 3
e 24 7 5
e 25 4 5
e 26 15 5
e 27 24 4
e 28 4 9
e 29 1 7
e 29 5 1
e 31 4 4
e 31 10 1
e 31 11 7
e 31 12 1
e 32 20 4
e 33 1 3
e 33 7 6
e 34 6 2
e 34 7 7
e 35 14 4
e 37 2 6
e 37 11 3
e 37 14 2
e 37 23 0
e 37 35 7
e 38 37 1
e 39 3 1
e 39 27 8
e 40 8 4
e 40 11 5
e 40 14 2
e 40 27 3
e 41 17 7
e 41 28 9
e 43 20 7
e 43 33 6
e 44 1 2
e 44 10 8
e 44 12 9
e 45 5 9
e 45 24 0
e 45 26 9
e 46 8 9
e 46 37 8
e 47 7 2
e 47 15 9
e 47 26 4
e 47 40 5
e 48 47 3
e 49 9 9
e 49 26 9
e 49 44 5
e 50 19 4
e 50 30 0
e 52 16 1
e 52 48 6
e 53 8 9
e 53 21 9
e 53 25 6
e 54 26 0
e 54 42 7
e 55 5 1
e 55 7 2
e 55 11 7
e 55 25 1
e 55 32 7
e 55 35 6
e 55 50 2
e 55 51 3
e 56 14 7
e 56 41 4
e 56 51 3
e 57 2 9
e 57 10 5
e 57 17 1
e 57 19 7
e 57 41 7
e 57 49 8
e 58 1 0
e 58 23 8
e 58 41 6
e 58 55 5
e 58 57 9
e 59 9 2
e 59 47 5
e 60 7 6
e 60 48 2
e 60 53 8
e 61 18 5
e 61 24 5
e 61 28 6
e 61 57 9
e 62 3 0
e 62 17 1
e 62 35 6
e 62 38 8
e 62 45 4
e 63 6 7
e 63 21 4
e 63 36 8
e 63 37 2
e 63 49 8
e 65 0 5
e 65 18 6
e 65 28 8
e 65 55 6
e 65 60 7
e 66 1 6
e 66 16 1
e 66 18 9
e 66 39 7
e 66 47 5
e 66 50 6
e 67 3 4
e 67 19 7
e 67 64 3
e 68 11 4
e 68 15 9
e 68 36 6
e 69 3 9
e 69 6 9
e 69 9 2
e 69 12 0
e 69 19 2
e 69 21 5
e 69 23 0
e 69 27 0
e 69 55 1
e 70 33 4
e 70 66 8
e 71 4 6
e 71 6 7
e 71 18 1
e 71 40 4
e 71 61 3
e 72 4 5
e 73 6 0
e 73 13 5
e 73 23 5
e 73 43 9
e 73 58 3
e 73 67 6
e 74 0 6
e 74 28 0
e 74 55 2
e 74 69 0
e 75 5 8
e 75 46 3
e 75 54 2
e 75 55 1
e 75 56 9
e 76 21 7
e 76 26 1
e 76 40 7
e 77 29 2
e 77 31 1
e 77 32 2
e 77 43 7
e 77 49 5
e 78 7 5
e 78 13 6
e 78 58 9
e 79 12 8
e 79 32 0
e 79 72 0
e 80 32 5
e 80 53 4
e 80 63 2
e 80 73 2
e 81 0 7
e 81 13 3
e 81 27 1
e 81 31 1
e 81 38 2
e 81 53 7
e 81 58 2
e 81 63 6
e 81 80 6
e 83 1 1
e 83 5 0
e 83 32 7
e 84 39 7
e 84 42 6
e 84 46 9
e 85 52 9
e 85 57 8
e 85 61 4
e 85 66 2
e 85 68 4
e 85 69 9
e 86 11 4
e 86 23 5
e 86 56 0
e 86 57 8
e 86 84 8
e 87 5 0
e 87 8 7
e 87 12 9
e 87 15 0
e 87 54 0
e 88 7 1
e 88 16 3
e 88 27 2
e 88 49 0
e 88 63 5
e 88 71 9
e 89 8 2
e 89 21 5
e 89 34 1
e 89 42 9
e 89 57 4
e 89 75 8
e 90 16 2
e 90 43 7
e 90 59 9
e 90 66 6
e 90 68 4
e 91 16 8
e 91 64 0
e 91 78 8
e 91 83 7
e 92 9 2
e 92 73 5
e 92 84 5
e 93 1 9
e 93 22 7
e 93 34 7
e 93 36 4
e 93 49 5
e 93 78 9
e 93 81 0
e 94 0 1
e 94 38 5
e 94 60 0
e 94 69 7
e 94 78 9
e 95 22 9
e 95 41 8
e 95 44 8
e 95 49 1
e 95 62 9
e 95 71 3
e 95 80 4
e 96 11 3
e 96 19 5
e 96 33 8
e 96 67 5
e 96 74 2
e 97 4 8
e 97 30 2
e 97 34 4
e 97 45 9
e 97 57 8
e 97 87 1
e 98 2 4
e 98 15 2
e 98 28 9
e 98 57 3
e 98 59 8
e 98 92 7
e 99 7 1
e 99 33 2
e 99 38 0
e 99 40 1
e 99 53 2
e 99 82 2
e 100 5 8
e 100 37 7
e 100 64 8
e 100 75 7
e 100 83 4
e 100 89 3
e 100 98 0
e 101 8 1
e 101 36 7
e 101 47 5
e 101 71 7
e 101 89 0
e 102 2 5
e 102 39 2
e 102 55 7
e 103 47 5
e 103 59 5
e 103 67 0
e 103 93 5
e 104 9 7
e 104 70 4
e 104 102 5
e 105 17 7
e 105 29 9
e 105 86 7
e 106 6 3
e 106 12 3
e 106 52 3
e 106 67 8
e 107 0 7
e 107 5 5
e 107 35 9
e 107 46 0
e 107 68 9
e 107 78 8
e 107 80 9
e 107 85 7
e 107 102 7
e 108 8 4
e 108 25 4
e 108 26 4
e 108 31 3
e 108 43 2
e 108 70 4
e 108 73 4
e 108 80 5
e 108 91 9
e 108 99 0
e 109 21 9
e 109 24 2
e 109 32 5
e 109 35 6
e 109 59 8
e 109 65 7
e 109 73 2
e 109 93 7
e 109 99 6
e 110 24 8
e 110 25 5
e 110 66 8
e 110 93 6
e 111 49 9
e 111 67 9
e 111 96 8
e 111 100 6
e 111 101 9
e 112 12 0
e 112 65 3
e 113 22 6
e 113 23 7
e 113 25 2
e 113 31 4
e 113 45 1
e 113 93 9
e 114 27 1
e 114 31 2
e 114 38 4
e 114 40 1
e 114 54 4
e 114 65 4
e 114 85 1
e 114 105 4
e 115 14 7
e 115 40 2
e 115 47 6
e 115 63 5
e 116 2 8
e 116 14 3
e 116 62 0
e 116 85 7
e 116 95 4
e 116 106 1
e 117 55 1
e 117 73 7
e 118 25 4
e 118 33 2
e 118 36 6
e 118 91 5
e 119 6 0
e 119 22 4
e 119 24 6
e 119 35 2
e 119 45 9
e 119 70 8
e 119 79 2
e 120 5 6
e 120 28 9
e 120 36 4
e 120 38 7
e 120 45 5
e 120 58 5
e 120 59 1
e 120 68 3
e 120 77 8
e 120 83 6
e 120 92 5
e 120 104 0
e 120 113 5
e 120 118 6
e 121 8 2
e 121 9 9
e 121 25 1
e 121 33 4
e 121 37 8
e 121 45 0
e 121 49 5
e 121 50 6
e 121 102 8
e 122 23 2
e 122 38 1
e 122 69 1
e 122 93 7
e 123 6 9
e 123 17 7
e 123 38 8
e 123 43 5
e 123 67 0
e 123 80 3
e 123 95 4
e 123 117 3
e 124 0 8
e 124 4 2
e 124 50 6
e 124 54 8
e 124 55 9
e 124 99 2
e 124 107 3
e 125 6 5
e 125 11 9
e 125 15 6
e 125 24 3
e 125 28 4
e 125 33 3
e 125 57 1
e 125 60 4
e 125 86 1
e 125 93 7
e 125 102 3
e 125 103 9
e 126 16 2
e 126 31 0
e 126 37 3
e 126 63 8
e 127 14 9
e 127 15 5
e 127 20 3
e 127 23 9
e 127 39 5
e 127 41 2
e 127 46 6
e 127 69 4
e 127 78 0
e 127 88 2
e 127 101 6
e 127 103 2
e 127 121 4
e 128 7 9
e 128 16 4
e 128 38 2
e 128 43 6
e 128 65 5
e 128 105 7
e 128 112 8
e 129 20 8
e 129 46 4
e 129 54 5
e 129 85 1
e 129 92 3
e 129 93 5
e 129 110 7
e 129 111 9
e 129 114 0
e 129 116 7
e 130 3 6
e 130 35 1
e 130 39 0
e 130 76 8
e 130 96 4
e 130 98 1
e 130 125 3
e 131 1 2
e 131 26 2
e 131 30 2
e 131 95 6
e 131 98 6
e 131 107 2
e 131 114 2
e 132 1 4
e 132 18 4
e 132 19 4
e 132 27 9
e 132 29 6
e 132 51 7
e 132 68 1
e 132 70 9
e 132 84 9
e 132 114 9
e 133 32 5
e 133 68 1
e 133 73 6
e 133 78 6
e 133 82 8
e 133 84 0
e 133 105 1
e 134 13 0
e 134 81 5
e 134 94 2
e 134 102 1
e 134 105 4
e 134 125 6
e 134 128 7
e 135 43 6
e 135 57 4
e 135 80 3
e 135 81 2
e 135 86 5
e 135 87 8
e 135 92 8
e 135 97 9
e 135 104 7
e 135 112 0
e 135 124 3
e 136 41 4
e 136 50 4
e 136 57 8
e 136 61 6
e 136 66 0
e 136 73 9
e 136 109 6
e 137 20 0
e 137 42 9
e 137 48 1
e 137 53 0
e 137 62 9
e 137 85 7
e 137 89 4
e 137 102 2
e 137 111 9
e 138 10 8
e 138 27 3
e 138 51 6
e 138 57 0
e 138 60 3
e 139 37 8
e 139 50 6
e 139 58 9
e 139 67 2
e 139 78 5
e 139 86 3
e 139 133 4
e 140 9 4
e 140 22 7
e 140 29 5
e 140 34 3
e 140 64 3
e 140 66 1
e 140 132 8
e 140 133 6
e 141 3 8
e 141 39 6
e 141 85 7
e 141 103 8
e 142 8 6
e 142 15 4
e 142 19 1
e 142 30 9
e 142 37 8
e 142 59 4
e 142 68 8
e 142 79 2
e 142 86 9
e 142 107 9
e 142 124 1
e 142 131 5
e 143 2 0
e 143 8 6
e 143 9 9
e 143 37 6
e 143 67 2
e 143 91 3
e 143 116 6
e 143 138 0
e 144 15 6
e 144 28 8
e 144 32 1
e 144 47 6
e 144 114 2
e 144 123 5
e 144 130 6
e 145 12 4
e 145 25 3
e 145 27 5
e 145 39 2
e 145 43 1
e 145 53 2
e 145 65 1
e 145 105 1
e 146 8 2
e 146 10 6
e 146 24 0
e 146 29 6
e 146 31 1
e 146 32 4
e 146 36 5
e 146 52 8
e 146 56 1
e 146 66 4
e 146 73 5
e 146 80 1
e 146 90 3
e 146 141 2
e 147 5 3
e 147 8 6
e 147 28 7
e 147 30 3
e 147 49 9
e 147 51 1
e 147 54 2
e 147 65 3
e 147 78 2
e 147 115 4
e 147 129 0
e 147 135 8
e 148 15 7
e 148 48 4
e 148 58 2
e 148 72 2
e 148 75 3
e 148 78 5
e 148 87 6
e 148 110 0
e 148 113 4
e 148 126 4
e 148 139 5
e 149 6 1
e 149 12 4
e 149 22 4
e 149 27 2
e 149 39 1
e 149 54 7
e 149 69 5
e 149 129 4
e 149 130 3
e 149 137 9
e 150 47 1
e 150 59 2
e 150 69 0
e 150 117 8
e 150 133 3
e 150 134 3
e 150 149 9
e 151 11 1
e 151 12 6
e 151 35 3
e 151 43 2
e 151 65 4
e 151 89 5
e 151 96 4
e 152 3 9
e 152 11 4
e 152 15 7
e 152 17 9
e 152 25 3
e 152 31 7
e 152 33 9
e 152 53 6
e 152 68 4
e 152 70 9
e 152 89 8
e 152 90 3
e 152 97 8
e 152 119 9
e 152 127 6
e 152 139 5
e 153 14 5
e 153 31 4
e 153 38 5
e 153 40 7
e 153 42 5
e 153 47 5
e 153 64 7
e 153 87 2
e 153 110 7
e 153 114 6
e 153 132 7
e 153 136 4
e 153 145 5
e 154 50 3
e 154 56 8
e 154 65 5
e 154 116 9
e 154 123 7
e 154 133 6
e 154 139 2
e 155 15 7
e 155 33 7
e 155 64 2
e 155 118 9
e 155 130 5
e 156 13 4
e 156 36 7
e 156 37 1
e 156 57 6
e 156 68 2
e 156 76 2
e 156 80 8
e 156 91 2
e 156 117 3
e 156 124 6
e 156 126 1
e 156 146 9
e 157 1 3
e 157 8 7
e 157 22 2
e 157 37 3
e 157 40 1
e 157 63 2
e 157 69 5
e 157 73 8
e 157 83 1
e 157 92 4
e 157 93 5
e 157 104 7
e 157 115 2
e 157 134 8
e 157 139 0
e 158 17 1
e 158 19 3
e 158 59 0
e 158 71 2
e 158 77 5
e 158 89 5
e 158 97 3
e 158 99 4
e 158 133 8
e 158 139 3
e 159 25 9
e 159 46 9
e 159 61 3
e 159 62 8
e 159 77 1
e 159 109 1
e 159 115 9
e 159 137 9
e 160 66 7
e 160 73 6
e 160 109 1
e 160 113 0
e 160 136 7
e 160 145 2
e 160 153 9
e 161 5 9
e 161 20 0
e 161 75 5
e 161 84 8
e 161 123 0
e 161 147 7
e 161 148 5
e 162 67 1
e 162 68 1
e 162 75 2
e 162 130 5
e 162 133 7
e 162 140 7
e 163 8 7
e 163 12 2
e 163 20 1
e 163 49 2
e 163 73 1
e 163 77 0
e 163 91 7
e 163 92 5
e 163 105 3
e 163 157 6
e 163 161 9
e 164 26 7
e 164 61 3
e 164 74 7
e 164 77 4
e 164 110 9
e 164 124 9
e 164 138 5
e 164 156 0
e 165 5 3
e 165 42 5
e 165 45 4
e 165 47 6
e 165 94 8
e 165 98 2
e 165 105 4
e 165 114 3
e 165 133 2
e 165 143 0
e 165 154 4
e 165 162 5
e 166 25 9
e 166 36 4
e 166 41 0
e 166 57 8
e 166 60 9
e 166 110 7
e 166 115 4
e 166 120 8
e 166 134 8
e 166 142 0
e 166 160 4
e 166 165 0
e 167 3 8
e 167 30 2
e 167 60 0
e 167 85 1
e 167 127 2
e 167 128 6
e 167 131 5
e 167 152 9
e 168 26 3
e 168 40 7
e 168 57 0
e 168 116 2
e 168 117 7
e 168 119 2
e 168 138 6
e 169 22 6
e 169 32 0
e 169 43 2
e 169 45 5
e 169 92 0
e 169 98 4
e 169 100 9
e 169 116 7
e 170 28 1
e 170 41 0
e 170 53 4
e 170 60 8
e 170 69 6
e 170 81 2
e 170 146 4
e 170 148 1
e 170 153 6
e 170 154 8
e 170 158 1
e 170 162 3
e 171 14 5
e 171 15 0
e 171 20 2
e 171 23 9
e 171 31 9
e 171 47 7
e 171 67 9
e 171 78 0
e 171 107 8
e 171 117 8
e 171 119 7
e 171 127 6
e 171 135 1
e 171 148 6
e 171 151 4
e 171 153 6
e 172 9 2
e 172 32 7
e 172 41 3
e 172 61 9
e 172 102 6
e 172 151 5
e 172 152 5
e 172 161 6
e 172 165 3
e 173 16 3
e 173 23 5
e 173 33 2
e 173 39 6
e 173 47 2
e 173 67 6
e 173 79 4
e 173 87 1
e 173 89 6
e 173 92 5
e 173 93 0
e 173 112 3
e 173 119 0
e 173 126 3
e 173 132 5
e 173 133 9
e 173 159 3
e 174 14 8
e 174 43 4
e 174 66 5
e 174 78 5
e 174 99 1
e 174 130 8
e 174 144 8
e 174 153 9
e 174 162 7
e 174 166 3
e 174 170 1
e 175 15 2
e 175 22 8
e 175 25 9
e 175 35 0
e 175 38 0
e 175 84 1
e 175 94 3
e 175 106 8
e 175 120 2
e 175 124 6
e 175 133 8
e 175 140 4
e 175 146 1
e 175 172 4
e 176 39 3
e 176 44 2
e 176 64 3
e 176 68 0
e 176 83 4
e 176 126 2
e 176 134 6
e 176 169 1
e 177 13 3
e 177 51 1
e 177 73 6
e 177 76 4
e 177 137 6
e 177 155 0
e 177 163 9
e 178 6 5
e 178 34 5
e 178 63 5
e 178 105 5
e 178 148 3
e 178 149 9
e 178 159 9
e 178 166 2
e 178 171 1
e 179 14 2
e 179 38 1
e 179 68 0
e 179 75 2
e 179 95 5
e 179 120 0
e 180 1 3
e 180 5 4
e 180 18 3
e 180 41 1
e 180 95 2
e 180 98 7
e 180 101 2
e 180 120 9
e 180 125 1
e 180 146 4
e 180 162 9
e 180 169 0
e 180 172 9
e 180 176 9
e 181 42 0
e 181 52 2
e 181 85 7
e 181 99 8
e 181 128 8
e 181 132 8
e 181 141 6
e 181 149 2
e 181 158 8
e 182 5 3
e 182 6 4
e 182 15 2
e 182 25 9
e 182 38 4
e 182 39 0
e 182 53 8
e 182 71 1
e 182 74 3
e 182 101 6
e 182 153 3
e 182 156 7
e 182 166 1
e 182 178 8
e 183 75 3
e 183 86 3
e 183 103 2
e 183 128 1
e 183 157 4
e 183 169 4
e 183 180 5
e 184 6 0
e 184 16 6
e 184 63 4
e 184 136 0
e 184 147 4
e 184 152 8
e 184 180 6
e 185 7 0
e 185 27 7
e 185 28 6
e 185 29 6
e 185 84 3
e 185 95 8
e 185 100 6
e 185 156 0
e 185 163 2
e 185 174 9
e 186 42 2
e 186 45 7
e 186 46 9
e 186 63 8
e 186 87 6
e 186 91 7
e 186 92 4
e 186 104 5
e 186 125 7
e 186 128 5
e 186 137 4
e 186 139 3
e 186 145 1
e 186 173 0
e 187 4 9
e 187 69 3
e 187 102 1
e 187 116 6
e 187 125 7
e 187 161 4
e 188 21 6
e 188 22 5
e 188 83 4
e 188 86 6
e 188 119 4
e 188 136 2
e 188 152 4
e 188 154 6
e 188 166 4
e 188 177 0
e 189 26 9
e 189 31 1
e 189 42 0
e 189 89 1
e 189 92 1
e 189 98 4
e 189 139 2
e 189 167 3
e 189 185 9
e 190 9 2
e 190 18 0
e 190 41 8
e 190 82 2
e 190 93 5
e 190 98 6
e 190 105 0
e 190 115 6
e 190 135 7
e 190 142 8
e 190 155 0
e 190 158 0
e 190 165 1
e 191 39 0
e 191 81 8
e 191 104 6
e 191 121 1
e 191 142 2
e 191 152 1
e 191 156 8
e 191 167 0
e 191 185 2
e 191 188 0
e 191 189 4
e 192 13 6
e 192 25 7
e 192 29 2
e 192 44 9
e 192 49 0
e 192 106 3
e 192 117 9
e 193 7 9
e 193 10 8
e 193 19 7
e 193 27 3
e 193 35 2
e 193 80 2
e 193 87 4
e 193 92 9
e 193 100 0
e 193 110 9
e 193 129 6
e 193 144 9
e 193 147 6
e 193 158 3
e 193 170 9
e 194 5 1
e 194 16 8
e 194 46 9
e 194 51 2
e 194 81 1
e 194 91 5
e 194 118 5
e 194 120 2
e 194 126 7
e 194 134 5
e 194 136 7
e 194 142 2
e 194 162 2
e 194 175 7
e 194 193 0
e 195 10 1
e 195 14 2
e 195 21 6
e 195 29 7
e 195 42 8
e 195 57 8
e 195 71 4
e 195 99 7
e 195 110 3
e 195 132 2
e 195 136 9
e 195 153 4
e 195 179 3
e 196 12 6
e 196 45 6
e 196 59 2
e 196 79 7
e 196 113 7
e 196 138 7
e 196 153 3
e 196 162 5
e 196 168 8
e 197 5 1
e 197 13 3
e 197 29 6
e 197 36 5
e 197 107 7
e 197 112 7
e 197 129 9
e 197 137 7
e 197 195 8
e 198 0 5
e 198 26 5
e 198 46 4
e 198 68 6
e 198 74 2
e 198 78 8
e 198 86 8
e 198 100 3
e 198 112 7
e 198 119 8
e 198 170 5
e 198 173 5
e 198 179 5
e 199 83 1
e 199 90 7
e 199 91 7
e 199 127 6
e 200 25 8
e 200 53 1
e 200 76 8
e 200 100 8
e 200 174 7
e 200 181 4
e 201 5 3
e 201 15 8
e 201 40 2
e 201 49 6
e 201 53 3
e 201 61 1
e 201 70 0
e 201 86 5
e 201 89 2
e 201 104 0
e 201 112 6
e 201 120 9
e 201 128 6
e 201 139 3
e 201 167 0
e 201 180 3
e 201 194 8
e 202 16 9
e 202 28 8
e 202 42 0
e 202 56 6
e 202 75 7
e 202 77 1
e 202 118 6
e 202 126 9
e 202 144 6
e 202 160 2
e 202 167 9
e 202 185 4
e 202 186 5
e 202 195 2
e 203 1 6
e 203 23 6
e 203 31 7
e 203 46 1
e 203 50 0
e 203 83 4
e 203 96 4
e 203 106 0
e 203 125 7
e 203 157 4
e 203 164 9
e 204 31 8
e 204 34 5
e 204 43 4
e 204 48 8
e 204 59 6
e 204 61 6
e 204 71 1
e 204 89 6
e 204 102 5
e 204 126 9
e 204 130 8
e 204 160 2
e 204 169 7
e 204 174 7
e 204 188 3
e 204 202 9
e 205 11 6
e 205 22 2
e 205 88 3
e 205 100 7
e 205 105 7
e 205 129 6
e 205 145 8
e 205 148 2
e 205 153 0
e 205 182 5
e 206 4 0
e 206 6 3
e 206 45 0
e 206 52 1
e 206 90 7
e 206 124 1
e 206 125 5
e 206 137 8
e 206 149 9
e 206 156 1
e 206 159 8
e 206 163 6
e 206 196 6
e 207 0 8
e 207 17 8
e 207 31 8
e 207 45 7
e 207 76 4
e 207 81 8
e 207 136 7
e 207 143 3
e 207 155 9
e 207 160 9
e 207 176 5
e 207 178 7
e 207 185 0
e 207 202 1
e 208 30 1
e 208 35 7
e 208 43 7
e 208 61 1
e 208 80 9
e 208 86 3
e 208 154 5
e 208 169 3
e 208 170 2
e 208 174 2
e 208 186 6
e 208 195 6
e 208 197 1
e 209 62 6
e 209 68 8
e 209 111 4
e 209 130 7
e 209 158 8
e 209 170 2
e 210 0 5
e 210 16 5
e 210 25 5
e 210 30 2
e 210 32 4
e 210 42 1
e 210 54 5
e 210 133 1
e 210 141 4
e 210 146 7
e 210 148 6
e 211 25 5
e 211 29 4
e 211 38 5
e 211 59 7
e 211 68 2
e 211 69 8
e 211 90 4
e 211 103 9
e 211 120 8
e 211 130 0
e 211 134 8
e 211 142 1
e 211 157 7
e 211 172 1
e 211 182 6
e 212 4 9
e 212 12 6
e 212 33 9
e 212 44 5
e 212 57 2
e 212 63 4
e 212 76 0
e 212 87 8
e 212 106 0
e 212 111 8
e 212 121 3
e 212 149 0
e 212 165 4
e 212 175 3
e 212 183 4
e 213 68 0
e 213 74 6
e 213 86 7
e 213 103 0
e 213 139 0
e 213 146 5
e 213 169 3
e 213 187 9
e 213 191 8
e 214 43 7
e 214 46 9
e 214 57 8
e 214 58 7
e 214 71 4
e 214 75 9
e 214 85 2
e 214 123 8
e 214 124 1
e 214 145 1
e 214 149 5
e 214 163 2
e 214 188 9
e 214 213 8
e 215 27 9
e 215 35 0
e 215 39 0
e 215 45 2
e 215 60 1
e 215 80 3
e 215 90 2
e 215 96 6
e 215 108 0
e 215 125 8
e 215 130 2
e 215 134 3
e 215 196 2
e 216 4 6
e 216 27 9
e 216 30 1
e 216 84 5
e 216 106 4
e 216 119 4
e 216 161 4
e 216 174 7
e 216 197 2
e 216 208 1
e 217 1 0
e 217 13 8
e 217 26 6
e 217 28 1
e 217 40 7
e 217 78 7
e 217 90 5
e 217 100 8
e 217 118 4
e 217 139 4
e 217 167 7
e 217 174 3
