t # 0
v 798 9
v 799 0
v 800 2
v 801 9
v 802 3
v 803 4
v 804 8
v 805 3
v 806 3
v 807 8
v 808 3
v 809 2
v 810 3
v 811 4
v 812 5
v 813 0
v 814 3
v 815 5
v 816 6
v 817 6
v 818 7
v 819 0
v 820 6
v 821 2
v 822 6
v 823 6
v 824 0
v 825 0
v 826 6
v 827 4
v 828 5
v 829 3
v 830 2
v 831 1
v 832 0
v 833 1
v 834 5
v 835 2
v 836 0
v 837 4
v 838 4
v 839 6
v 840 9
v 841 4
v 842 6
v 843 3
v 844 3
v 845 2
v 846 2
v 847 3
v 848 4
v 849 1
v 850 5
v 851 1
v 852 0
v 853 0
v 854 5
v 855 5
v 856 8
v 857 4
v 858 9
v 859 0
v 860 9
v 861 1
v 862 8
v 863 5
v 864 2
v 865 0
v 866 6
v 867 2
v 868 2
v 869 8
v 870 7
v 871 1
v 872 9
v 873 0
v 874 1
v 875 5
v 876 3
v 877 5
v 878 2
v 879 6
v 880 6
v 881 1
v 882 9
v 883 5
v 884 2
v 885 2
v 886 1
v 887 6
v 888 8
v 889 2
v 890 4
v 891 7
v 892 8
v 893 8
v 894 5
v 895 1
v 896 4
v 897 5
v 898 5
v 899 8
v 900 0
v 901 0
v 902 6
v 903 2
v 904 0
v 905 5
v 906 2
v 907 9
v 908 5
v 909 3
v 910 5
v 911 2
v 912 9
v 913 9
v 914 7
v 915 5
v 916 1
v 917 4
v 918 2
v 919 0
v 920 1
v 921 9
v 922 7
v 923 9
v 924 8
v 925 9
v 926 9
v 927 1
v 928 8
v 929 2
v 930 4
v 931 8
v 932 6
v 933 6
v 934 1
v 935 2
v 936 1
v 937 9
v 938 8
v 939 2
v 940 1
v 941 1
v 942 3
v 943 9
v 944 6
v 945 4
v 946 4
v 947 4
v 948 2
v 949 9
v 950 0
v 951 7
v 952 4
v 953 8
v 954 2
v 955 8
v 956 9
v 957 5
v 958 4
v 959 7
v 960 7
v 961 7
v 962 5
v 963 4
v 964 7
v 965 9
v 966 5
v 967 3
v 968 6
v 969 9
v 970 8
v 971 5
v 972 4
v 973 9
v 974 6
v 975 6
v 976 0
v 977 8
v 978 6
v 979 3
v 980 9
v 981 2
v 982 4
v 983 0
v 984 6
v 985 6
v 986 5
v 987 5
v 988 3
v 989 6
v 990 9
v 991 5
v 992 9
v 993 4
v 994 5
v 995 4
v 996 1
v 997 8
v 998 6
v 999 5
v 1000 0
v 1001 0
v 1002 5
v 1003 9
v 1004 9
v 1005 3
v 1006 3
v 1007 7
v 1008 8
v 1009 9
v 1010 1
v 1011 2
v 1012 4
v 1013 2
v 1014 7
v 1015 2
v 1016 0
v 1017 0
v 1018 6
v 1019 6
v 1020 2
v 1021 9
v 1022 4
v 1023 0
v 1024 3
v 1025 2
v 1026 8
v 1027 3
v 1028 9
v 1029 0
v 1030 4
v 1031 8
v 1032 0
v 1033 0
v 1034 4
v 1035 2
v 1036 1
v 1037 7
v 1038 8
v 1039 7
v 1040 0
v 1041 5
v 1042 9
v 1043 2
v 1044 1
v 1045 1
v 1046 4
v 1047 7
v 1048 7
v 1049 9
v 1050 1
v 1051 4
v 1052 9
v 1053 9
v 1054 5
v 1055 1
v 1056 9
v 1057 4
v 1058 8
v 1059 8
v 1060 6
v 1061 6
v 1062 7
v 1063 3
v 1064 4
v 1065 1
v 1066 3
v 1067 4
v 1068 3
v 1069 4
v 1070 3
v 1071 0
v 1072 0
v 1073 1
v 1074 9
v 1075 3
v 1076 5
v 1077 2
v 1078 3
v 1079 6
v 1080 5
v 1081 4
v 1082 8
v 1083 4
v 1084 5
v 1085 2
v 1086 6
v 1087 3
v 1088 2
v 1089 8
v 1090 3
v 1091 9
v 1092 9
v 1093 6
v 1094 6
v 1095 7
v 1096 6
v 1097 7
v 1098 7
v 1099 2
v 1100 1
v 1101 1
v 1102 9
v 1103 7
v 1104 0
v 1105 5
v 1106 9
v 1107 8
v 1108 6
v 1109 7
v 1110 2
v 1111 8
v 1112 4
v 1113 7
v 1114 5
v 1115 4
v 1116 8
v 1117 1
v 1118 1
v 1119 1
v 1120 5
v 1121 4
v 1122 9
v 1123 8
v 1124 8
v 1125 5
v 1126 2
v 1127 8
v 1128 1
v 1129 3
v 1130 4
v 1131 5
v 1132 1
v 1133 4
v 1134 5
v 1135 1
v 1136 3
v 1137 8
v 1138 6
v 1139 0
v 1140 9
v 1141 0
v 1142 5
v 1143 2
v 1144 2
v 1145 6
v 1146 0
v 1147 2
v 1148 0
v 1149 8
v 1150 5
v 1151 3
v 1152 8
v 1153 1
v 1154 5
v 1155 3
v 1156 2
v 1157 4
v 1158 2
v 1159 6
v 1160 3
v 1161 4
v 1162 1
v 1163 6
v 1164 3
v 1165 3
v 1166 3
v 1167 9
v 1168 9
v 1169 8
v 1170 5
v 1171 3
v 1172 1
v 1173 4
v 1174 3
v 1175 8
v 1176 3
v 1177 1
v 1178 7
v 1179 1
v 1180 2
v 1181 6
v 1182 3
v 1183 9
v 1184 6
v 1185 0
v 1186 1
v 1187 9
v 1188 7
v 1189 4
v 1190 2
v 1191 7
v 1192 0
v 1193 5
v 1194 6
v 1195 7
v 1196 7
v 1197 5
v 1198 9
v 1199 7
e 5 3 0
e 7 0 1
e 13 11 7
e 16 1 4
e 16 4 2
e 17 0 7
e 22 14 3
e 25 2 7
e 25 7 9
e 25 16 1
e 26 25 0
e 27 13 1
e 28 21 1
e 28 22 8
e 34 8 4
e 34 32 2
e 35 1 3
e 37 3 6
e 37 9 3
e 37 15 3
e 38 24 5
e 39 26 6
e 40 2 5
e 40 20 3
e 41 27 5
e 41 31 4
e 41 40 4
e 44 10 1
e 45 2 8
e 46 6 7
e 46 44 9
e 48 30 3
e 48 42 5
e 49 14 9
e 49 17 0
e 49 32 2
e 50 7 4
e 51 14 5
e 51 50 6
e 54 7 0
e 54 10 5
e 54 25 5
e 54 37 0
e 55 28 2
e 55 30 0
e 55 51 9
e 56 18 3
e 57 37 2
e 58 10 2
e 58 27 7
e 58 28 4
e 59 28 6
e 59 29 5
e 59 40 9
e 60 14 0
e 60 30 8
e 60 31 8
e 61 7 5
e 61 36 3
e 62 27 7
e 63 40 9
e 64 3 3
e 65 45 1
e 67 53 2
e 70 16 8
e 70 67 9
e 72 4 4
e 72 42 0
e 72 56 7
e 73 42 3
e 73 56 7
e 73 67 1
e 74 52 0
e 75 57 8
e 76 28 0
e 76 30 6
e 76 32 9
e 78 12 8
e 78 66 3
e 78 67 2
e 79 8 5
e 79 18 1
e 80 77 0
e 81 13 0
e 81 79 8
e 82 1 7
e 84 18 3
e 84 19 6
e 85 30 0
e 85 51 0
e 86 17 3
e 86 43 6
e 86 53 1
e 86 56 0
e 87 75 0
e 87 76 4
e 88 4 0
e 88 15 1
e 88 26 3
e 88 79 8
e 89 7 2
e 89 59 9
e 89 66 6
e 91 24 2
e 91 47 5
e 91 85 3
e 92 53 6
e 93 25 2
e 93 53 2
e 93 55 0
e 94 14 6
e 94 49 9
e 95 58 4
e 96 72 8
e 97 51 2
e 97 68 4
e 97 89 4
e 98 48 4
e 98 74 1
e 98 89 9
e 99 46 3
e 99 57 4
e 100 2 8
e 100 37 5
e 100 79 8
e 101 14 5
e 101 43 0
e 101 51 4
e 102 21 4
e 102 92 4
e 103 51 3
e 103 62 7
e 103 96 0
e 104 9 0
e 104 70 7
e 105 14 1
e 105 46 3
e 105 64 9
e 105 74 4
e 106 30 4
e 106 43 9
e 106 87 7
e 106 99 0
e 108 0 3
e 108 7 5
e 108 39 9
e 108 72 8
e 108 75 5
e 109 2 5
e 109 37 8
e 109 75 5
e 110 1 3
e 110 3 3
e 110 40 9
e 110 80 8
e 110 87 8
e 112 6 6
e 112 34 4
e 112 50 6
e 112 60 1
e 112 89 0
e 113 14 7
e 113 23 0
e 113 77 5
e 113 94 0
e 114 25 2
e 114 48 6
e 114 78 1
e 116 25 0
e 116 42 8
e 116 79 8
e 116 95 8
e 117 17 3
e 117 23 5
e 117 29 9
e 117 33 7
e 118 11 7
e 118 61 1
e 118 100 0
e 119 35 3
e 119 52 6
e 119 93 8
e 119 105 8
e 119 113 9
e 120 32 9
e 120 58 4
e 120 81 6
e 121 29 4
e 121 36 5
e 121 68 1
e 122 21 6
e 123 31 9
e 123 32 4
e 123 47 6
e 123 57 2
e 124 44 7
e 124 96 5
e 125 35 3
e 125 50 6
e 125 74 1
e 125 81 7
e 125 104 8
e 126 14 3
e 126 63 8
e 127 11 9
e 127 118 9
e 128 16 3
e 128 101 8
e 129 10 6
e 129 30 6
e 129 94 5
e 129 121 5
e 130 21 4
e 130 98 3
e 132 30 3
e 132 54 8
e 132 129 9
e 133 28 1
e 133 44 0
e 133 62 8
e 133 118 4
e 134 10 0
e 134 63 7
e 134 100 3
e 135 32 7
e 135 61 9
e 135 72 1
e 135 85 6
e 136 77 5
e 136 132 3
e 137 26 4
e 137 61 3
e 137 64 2
e 137 70 6
e 137 101 3
e 137 121 4
e 137 133 0
e 138 47 2
e 138 72 4
e 138 77 7
e 139 18 3
e 139 70 2
e 140 9 6
e 140 14 1
e 140 27 7
e 140 40 1
e 140 49 3
e 141 16 8
e 141 32 6
e 141 68 5
e 141 99 1
e 141 122 4
e 142 58 9
e 142 68 9
e 142 78 3
e 142 84 6
e 142 126 0
e 143 9 7
e 143 12 4
e 143 15 4
e 143 51 7
e 143 63 6
e 143 74 7
e 143 83 5
e 143 96 6
e 144 17 3
e 144 40 2
e 144 63 4
e 144 72 7
e 144 77 1
e 144 96 7
e 145 76 0
e 145 91 8
e 146 70 8
e 146 104 4
e 147 2 5
e 147 76 2
e 147 146 2
e 148 54 9
e 148 85 0
e 148 121 4
e 148 142 5
e 149 81 5
e 149 88 2
e 149 95 1
e 150 11 1
e 150 100 8
e 150 112 7
e 150 128 4
e 151 29 7
e 151 57 3
e 151 116 3
e 151 119 8
e 151 144 6
e 152 54 9
e 152 71 3
e 152 73 7
e 153 6 6
e 153 14 5
e 153 20 2
e 153 26 4
e 153 127 5
e 154 94 6
e 154 110 5
e 155 29 0
e 155 30 9
e 155 89 0
e 155 90 7
e 155 143 0
e 155 153 2
e 156 68 5
e 156 122 5
e 157 11 0
e 157 18 6
e 157 53 2
e 157 64 8
e 157 106 5
e 157 127 7
e 157 131 7
e 157 132 6
e 158 29 9
e 158 39 8
e 158 63 2
e 158 64 8
e 158 98 5
e 158 124 8
e 158 136 7
e 159 32 0
e 159 66 7
e 159 128 5
e 159 155 0
e 160 8 4
e 160 87 5
e 160 94 8
e 160 141 2
e 160 151 6
e 161 43 8
e 161 68 5
e 161 115 8
e 161 125 4
e 161 137 5
e 162 11 2
e 162 20 5
e 162 120 7
e 162 126 2
e 162 144 1
e 163 5 4
e 163 13 9
e 163 45 6
e 163 139 8
e 164 3 9
e 164 22 0
e 165 96 6
e 165 97 2
e 166 57 7
e 166 87 9
e 166 91 5
e 166 140 8
e 167 9 8
e 167 54 9
e 167 69 1
e 167 125 6
e 167 156 6
e 168 9 8
e 168 32 0
e 168 40 0
e 168 54 7
e 168 65 7
e 168 97 7
e 168 122 4
e 169 9 4
e 169 106 0
e 169 134 6
e 170 4 0
e 170 151 0
e 171 39 6
e 171 49 3
e 171 50 0
e 171 71 0
e 171 75 1
e 171 98 6
e 171 143 0
e 172 3 5
e 172 27 3
e 172 152 7
e 172 154 1
e 173 58 1
e 173 106 5
e 173 130 9
e 173 137 0
e 174 9 8
e 174 127 3
e 174 141 1
e 175 35 7
e 175 74 1
e 175 84 1
e 175 94 6
e 175 130 5
e 176 23 5
e 176 69 7
e 176 112 3
e 176 170 5
e 177 43 6
e 177 69 9
e 177 112 3
e 177 125 4
e 177 172 1
e 178 14 8
e 178 21 6
e 178 61 0
e 178 115 3
e 178 137 9
e 179 19 5
e 179 65 3
e 179 81 1
e 180 0 4
e 181 13 6
e 181 45 0
e 181 121 4
e 181 138 9
e 181 157 5
e 181 176 3
e 182 151 3
e 182 173 6
e 183 56 7
e 183 149 3
e 184 10 0
e 184 65 8
e 184 81 0
e 184 129 7
e 184 177 1
e 185 22 4
e 185 29 3
e 185 141 2
e 185 170 5
e 186 4 8
e 186 69 5
e 186 72 2
e 186 90 2
e 186 103 0
e 186 141 6
e 187 63 1
e 187 80 3
e 187 93 6
e 187 99 3
e 187 154 3
e 188 31 8
e 188 63 0
e 188 88 3
e 188 112 0
e 188 130 5
e 188 164 9
e 189 90 7
e 189 93 6
e 190 26 7
e 190 35 8
e 190 42 8
e 190 154 3
e 191 76 4
e 192 34 5
e 192 158 2
e 192 168 5
e 193 14 1
e 193 16 8
e 193 41 2
e 193 79 2
e 193 103 3
e 193 113 8
e 193 123 4
e 194 21 1
e 194 35 0
e 194 111 4
e 194 126 9
e 194 151 4
e 194 156 2
e 194 171 1
e 195 50 1
e 195 59 3
e 195 166 5
e 195 178 5
e 195 184 5
e 196 20 7
e 196 25 0
e 196 38 0
e 196 65 2
e 196 94 6
e 196 118 6
e 196 125 4
e 197 6 0
e 197 24 8
e 197 111 5
e 197 127 9
e 197 142 6
e 197 147 3
e 198 18 0
e 198 82 6
e 198 138 0
e 198 153 1
e 198 187 8
e 199 15 3
e 199 102 5
e 199 169 6
e 200 79 6
e 200 104 3
e 200 167 1
e 200 186 1
e 201 48 9
e 201 74 1
e 201 97 4
e 201 156 4
e 202 21 5
e 202 117 1
e 202 142 0
e 202 143 2
e 202 147 2
e 202 155 9
e 202 181 6
e 203 13 0
e 203 24 2
e 203 105 5
e 203 179 2
e 203 192 5
e 203 199 6
e 204 26 7
e 204 89 3
e 204 98 2
e 204 122 8
e 204 146 2
e 204 189 1
e 204 203 8
e 205 37 7
e 205 40 8
e 205 72 0
e 206 1 7
e 206 9 8
e 206 29 5
e 206 62 4
e 206 73 5
e 206 140 6
e 206 151 8
e 206 166 4
e 207 8 1
e 207 67 6
e 207 111 5
e 207 144 6
e 208 5 4
e 208 10 0
e 208 63 1
e 208 72 5
e 208 113 3
e 208 161 0
e 209 20 0
e 209 41 4
e 209 48 0
e 209 65 6
e 209 85 2
e 209 133 8
e 209 152 3
e 209 208 1
e 210 60 7
e 210 103 5
e 210 131 9
e 211 48 4
e 211 55 9
e 211 126 5
e 212 85 5
e 212 93 7
e 212 105 9
e 212 107 9
e 212 116 5
e 212 143 8
e 212 179 8
e 213 21 4
e 213 73 9
e 213 122 1
e 213 211 8
e 214 27 2
e 214 29 9
e 214 34 8
e 214 85 0
e 214 99 8
e 214 100 7
e 214 149 4
e 214 158 4
e 215 20 6
e 215 46 3
e 215 58 7
e 215 117 5
e 215 199 1
e 216 2 0
e 216 13 2
e 216 75 9
e 216 92 0
e 216 133 3
e 216 185 6
e 216 189 9
e 216 198 9
e 217 32 6
e 217 53 0
e 217 76 3
e 217 90 0
e 217 136 0
e 217 168 4
e 217 176 1
e 217 178 5
e 217 199 0
e 217 211 2
e 218 34 0
e 218 42 1
e 218 55 5
e 218 118 3
e 218 132 5
e 218 136 1
e 218 192 9
e 219 63 3
e 219 90 2
e 219 98 8
e 219 110 0
e 219 143 2
e 219 169 0
e 219 216 6
e 220 93 3
e 220 107 1
e 220 161 4
e 220 164 6
e 220 180 1
e 220 193 6
e 220 199 4
e 221 32 2
e 221 58 7
e 221 78 3
e 221 174 0
e 222 4 7
e 222 19 1
e 222 37 7
e 222 151 3
e 222 162 0
e 222 170 8
e 222 210 1
e 223 13 1
e 223 29 9
e 223 44 5
e 223 53 9
e 223 63 2
e 223 115 5
e 223 123 5
e 223 150 3
e 223 160 2
e 224 10 9
e 224 14 8
e 224 42 1
e 224 75 9
e 224 105 3
e 224 159 7
e 224 169 1
e 224 180 7
e 224 202 3
e 225 67 4
e 225 76 3
e 225 83 8
e 225 89 7
e 225 103 5
e 225 154 2
e 225 163 8
e 225 179 3
e 225 195 2
e 225 211 0
e 226 105 5
e 226 144 9
e 226 205 9
e 227 146 9
e 228 1 8
e 228 130 8
e 228 147 1
e 228 165 9
e 228 193 9
e 228 223 7
e 229 2 4
e 229 161 9
e 230 29 9
e 230 62 4
e 230 70 4
e 230 156 4
e 230 171 0
e 231 22 8
e 231 71 0
e 231 84 5
e 231 89 2
e 231 147 0
e 232 1 1
e 232 31 8
e 232 36 8
e 232 142 5
e 232 196 6
e 233 25 2
e 233 37 2
e 233 62 3
e 233 103 1
e 233 140 0
e 233 155 3
e 234 34 0
e 234 39 1
e 234 106 5
e 234 168 5
e 234 222 5
e 235 20 3
e 235 150 6
e 235 226 6
e 236 10 6
e 236 14 6
e 236 65 1
e 236 70 9
e 236 141 6
e 236 156 0
e 236 163 9
e 236 166 4
e 237 39 8
e 237 94 6
e 237 119 0
e 237 122 7
e 237 200 5
e 238 1 2
e 238 66 1
e 238 89 3
e 238 108 0
e 238 135 9
e 238 166 7
e 238 227 1
e 239 8 1
e 239 37 9
e 239 44 7
e 239 45 7
e 239 79 1
e 239 80 3
e 239 110 3
e 240 6 2
e 240 25 9
e 240 67 7
e 240 68 5
e 240 82 6
e 240 92 5
e 240 153 8
e 240 195 3
e 240 201 1
e 241 42 6
e 241 74 8
e 241 139 2
e 241 174 7
e 241 192 2
e 242 14 7
e 242 50 3
e 242 53 9
e 242 90 0
e 242 98 0
e 242 99 5
e 242 115 0
e 242 127 3
e 242 188 4
e 242 216 4
e 243 12 7
e 243 28 6
e 243 58 7
e 243 185 1
e 244 15 8
e 244 32 4
e 244 35 3
e 244 40 1
e 244 53 4
e 244 70 9
e 244 78 2
e 244 103 4
e 244 127 1
e 244 151 6
e 244 195 8
e 244 199 0
e 244 210 3
e 245 42 6
e 245 70 6
e 245 98 5
e 245 147 3
e 245 210 3
e 245 228 3
e 245 234 4
e 246 4 3
e 246 6 1
e 246 73 6
e 246 126 7
e 246 151 9
e 246 187 3
e 246 233 0
e 247 153 5
e 248 73 2
e 248 94 4
e 248 131 8
e 248 137 3
e 248 151 5
e 249 28 4
e 249 64 0
e 249 134 0
e 249 230 5
e 250 28 3
e 250 32 1
e 250 60 1
e 250 87 3
e 250 125 4
e 250 170 2
e 250 182 5
e 250 245 8
e 251 27 5
e 251 68 6
e 251 69 1
e 251 94 2
e 251 115 3
e 251 149 4
e 251 178 2
e 251 224 8
e 252 241 9
e 253 47 0
e 253 49 8
e 253 77 3
e 254 27 8
e 254 29 3
e 254 76 5
